EID,TYPECODE,DJDATE,IFHOME,PROJECT_CNT,PROJECT_INHOME_CNT,PROJECT_OUTHOME_CNT,PROJECT_INHOME_RATE,PROJECT_OUTHOME_RATE,PROJECT_TYPECODE_CNT,PROJECT_FIRST_TYPECODE,PROJECT_END_TYPECODE,PROJECT_FIRST_TIME,PROJECT_END_TIME
123075,"[3104080 3023248 3217707 3011690 3022847 3101052 3168714 3078882 3209808
 3211312 3162923 3242146 3037426 3100895 3200443 3136575 3138965 2998139
 3075773 3163853 3165303 3022776 3131016 3019972 3171842 3173282 3001179
 3192616 3200458 3125855 3163851 3008844 3140419 3068015 3163464 3106854
 3085749 2990124 3027743 3244786 3168206 3107934 3163920 3090706 3176294
 3187022 3105101 3117186 3112814 3140459 3019969 3140548 3108628 2989722
 3133183 3066347 3080445 3066345 3168627 3171870 3136531 3069678 3217033
 3067642 3118782 3118775 3061178 3067520 3101262 3118778 3216567 3218247
 3068766 3116892 2992880 3187491 3230195 3075300 3101081 3140449 3079456
 2992897 3023334 2998128 3173816 3116921 3080838 3125673 3227745 3108900
 3192507 2995644 3173181 3090144 3230202 3216565 3100984 3101412 3182349
 3183333 3046405 3010534 5214115 5623264 5111074 4107404 4815830 4742919
 4796129 4423970 5432258 5586591 5565659 4424244 4864101 4556005 4738630
 4106842 4209004 4784753 4893622 4779718 5197282 4585827 5304636 4967635
 4131810 4789039 4623424 5266511 5170012 4321486 4340935 5616422 5370007
 5525875 4031515 4473991 5364434 5486543 4761749 4239730 4312272 4967633
 5157862 4279341 4350761 4454883 5314564 4104723 5428505 5489962 4791044
 4279586 4102929 4742540 4849834 5678621 4144147 4726123 5179063 4198079
 5523969 4492838 5497910 5189564 4411672 4640217 4729571 4661281 5165641
 4103621 4898128 5508852 4614648 5210135 4348168 4588999 5089148 5314574
 5378691 4485072 4132494 4700428 4821414 5210106 4279838 4451402 5372573
 5626418 4860157 4336393 4742923 4733566 4757965 5521903 5636024 5038235
 4606264 5562078 5189670 4104155 5389907 4279780 5457776 4239486 4312165
 5497884 4356591 4615039 5046227 4198968 4029821 5141444 4995519 4434317
 4783882 4345639 4515621 4102306 4126248 4210784 4240425 4306917 5166392
 5169012 4757165 5284924 4821220 3965821 4593040 4806038 5440654 4851528
 4745800 5651746 3994029 4970577 4198445 4568880 4106519 4377051 5241658
 5284930 4756687 4308036 4856039 5214120 4024351 4279688 4103387 4416363
 4279505 4859901 5649884 4198064 4851523 4859229 4912195 4941525 4101093
 4677071 4205503 5538186 4846139 4810692 5636389 5292401 4725840 5459581
 5062907 5082173 4307881 5062911 4307878 4614647 4761937 4462259 4630509
 5218409 5117471 5215019 5216440 5222872 4103130 4239372 4638261 4027692
 4756496 5228949 4825579 4330545 4364008 4924370 4505635 4784855 4812417
 4850404 4311970 5067530 4557809 4107121 4107500 4516790 4563037 5207000
 4856442 4602629 4647124 5641911 4570836 5125679 4668684 5294629 4205716
 4783887 5043316 5196071 5201495 3966863 2977215 3078459 4261762 4850130
 4107217 5309354 5457807]","['2013-11' '2013-09' '2013-12' '2013-09' '2013-09' '2013-11' '2013-11'
 '2013-10' '2013-12' '2013-12' '2013-11' '2013-12' '2013-10' '2013-11'
 '2013-12' '2013-11' '2013-11' '2013-09' '2013-10' '2013-11' '2013-11'
 '2013-09' '2013-11' '2013-09' '2013-11' '2013-12' '2013-09' '2013-12'
 '2013-12' '2013-11' '2013-11' '2013-09' '2013-11' '2013-10' '2013-11'
 '2013-11' '2013-10' '2013-09' '2013-09' '2013-12' '2013-11' '2013-11'
 '2013-11' '2013-10' '2013-12' '2013-12' '2013-11' '2013-11' '2013-11'
 '2013-11' '2013-09' '2013-11' '2013-11' '2013-09' '2013-11' '2013-10'
 '2013-10' '2013-10' '2013-11' '2013-11' '2013-11' '2013-10' '2013-12'
 '2013-10' '2013-11' '2013-11' '2013-10' '2013-10' '2013-11' '2013-11'
 '2013-12' '2013-12' '2013-10' '2013-11' '2013-09' '2013-12' '2013-12'
 '2013-10' '2013-11' '2013-11' '2013-10' '2013-09' '2013-09' '2013-09'
 '2013-12' '2013-11' '2013-10' '2013-11' '2013-12' '2013-11' '2013-12'
 '2013-09' '2013-12' '2013-10' '2013-12' '2013-12' '2013-11' '2013-11'
 '2013-12' '2013-12' '2013-10' '2013-09' '2015-04' '2015-07' '2015-03'
 '2014-04' '2014-12' '2014-11' '2014-12' '2014-08' '2015-06' '2015-07'
 '2015-07' '2014-08' '2014-12' '2014-09' '2014-11' '2014-04' '2014-04'
 '2014-11' '2014-12' '2014-11' '2015-04' '2014-09' '2015-05' '2015-01'
 '2014-04' '2014-11' '2014-10' '2015-05' '2015-04' '2014-07' '2014-07'
 '2015-07' '2015-06' '2015-07' '2014-02' '2014-08' '2015-06' '2015-06'
 '2014-11' '2014-06' '2014-07' '2015-01' '2015-04' '2014-06' '2014-07'
 '2014-08' '2015-05' '2014-04' '2015-06' '2015-06' '2014-12' '2014-06'
 '2014-04' '2014-11' '2014-12' '2015-08' '2014-05' '2014-11' '2015-04'
 '2014-05' '2015-07' '2014-08' '2015-07' '2015-04' '2014-08' '2014-10'
 '2014-11' '2014-10' '2015-04' '2014-04' '2015-01' '2015-07' '2014-10'
 '2015-04' '2014-07' '2014-09' '2015-03' '2015-05' '2015-06' '2014-08'
 '2014-04' '2014-11' '2014-12' '2015-04' '2014-06' '2014-08' '2015-06'
 '2015-07' '2014-12' '2014-07' '2014-11' '2014-11' '2014-11' '2015-07'
 '2015-07' '2015-03' '2014-10' '2015-07' '2015-04' '2014-04' '2015-06'
 '2014-06' '2015-06' '2014-06' '2014-07' '2015-07' '2014-07' '2014-10'
 '2015-03' '2014-05' '2014-02' '2015-03' '2015-02' '2014-08' '2014-11'
 '2014-07' '2014-09' '2014-04' '2014-04' '2014-05' '2014-06' '2014-07'
 '2015-04' '2015-04' '2014-11' '2015-05' '2014-12' '2014-01' '2014-09'
 '2014-12' '2015-06' '2014-12' '2014-11' '2015-08' '2014-01' '2015-01'
 '2014-05' '2014-09' '2014-04' '2014-07' '2015-04' '2015-05' '2014-11'
 '2014-07' '2014-12' '2015-04' '2014-02' '2014-06' '2014-04' '2014-08'
 '2014-06' '2014-12' '2015-08' '2014-05' '2014-12' '2014-12' '2015-01'
 '2015-01' '2014-04' '2014-10' '2014-04' '2015-07' '2014-12' '2014-12'
 '2015-07' '2015-05' '2014-11' '2015-06' '2015-03' '2015-03' '2014-07'
 '2015-03' '2014-07' '2014-10' '2014-11' '2014-08' '2014-10' '2015-04'
 '2015-03' '2015-04' '2015-04' '2015-04' '2014-04' '2014-06' '2014-10'
 '2014-02' '2014-11' '2015-04' '2014-12' '2014-07' '2014-07' '2015-01'
 '2014-09' '2014-11' '2014-12' '2014-12' '2014-07' '2015-03' '2014-09'
 '2014-04' '2014-04' '2014-09' '2014-09' '2015-04' '2014-12' '2014-10'
 '2014-10' '2015-07' '2014-09' '2015-03' '2014-10' '2015-05' '2014-04'
 '2014-11' '2015-03' '2015-04' '2015-04' '2014-01' '2013-09' '2013-10'
 '2014-06' '2014-12' '2014-04' '2015-05' '2015-06']","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",327,324,3,0.9908256880733946,0.009174311926605505,327,3104080,5457807,2013-11,2015-06
139458,[4684211 5564323 4451128 4035283],['2014-10' '2015-07' '2014-08' '2014-03'],[0 1 0 0],4,1,3,0.25,0.75,4,4684211,4035283,2014-10,2014-03
516293,[4929398 5644658 5019449],['2015-01' '2015-07' '2015-02'],[1 1 1],3,3,0,1.0,0.0,3,4929398,5019449,2015-01,2015-02
336073,[4506318 4515967 5482909],['2014-09' '2014-09' '2015-06'],[0 1 0],3,1,2,0.3333333333333333,0.6666666666666666,3,4506318,5482909,2014-09,2015-06
499914,[3142423 5361677],['2013-11' '2015-06'],[1 0],2,1,1,0.5,0.5,2,3142423,5361677,2013-11,2015-06
155851,[4646520],['2014-10'],[0],1,0,1,0.0,1.0,1,4646520,4646520,2014-10,2014-10
98508,[4834440],['2014-12'],[0],1,0,1,0.0,1.0,1,4834440,4834440,2014-12,2014-12
98506,[4614866],['2014-10'],[1],1,1,0,1.0,0.0,1,4614866,4614866,2014-10,2014-10
65743,[3074769 5169401],['2013-10' '2015-04'],[1 1],2,2,0,1.0,0.0,2,3074769,5169401,2013-10,2015-04
172239,[4815170 4332941 4812866],['2014-12' '2014-07' '2014-12'],[0 0 0],3,0,3,0.0,1.0,3,4815170,4812866,2014-12,2014-12
491731,[5550925],['2015-07'],[0],1,0,1,0.0,1.0,1,5550925,5550925,2015-07,2015-07
254165,[5385179],['2015-06'],[1],1,1,0,1.0,0.0,1,5385179,5385179,2015-06,2015-06
409814,[4457188],['2014-08'],[1],1,1,0,1.0,0.0,1,4457188,4457188,2014-08,2014-08
131286,[4322315 5745024],['2014-07' '2015-08'],[1 1],2,2,0,1.0,0.0,2,4322315,5745024,2014-07,2015-08
442585,"[3016368 2996554 5336967 4243923 4930436 4163645 5360750 5550852 5521445
 5764381 5507068 4344762 5644655 4211167 5630234 5372308 4516874 4524190
 5624088 5692410 5763806 5236715 4492047 4826911 5330014 4208873 5288207
 4780589 4800105 4428735 5773999 4898359 4559025 4388625 5536999 5495865
 4574841 4672601 5628413 4294199 5371279 4221157 4595876 4242110 4311749
 4302841 5692276 4032345 5189930 4311585 5502529 4246237 4339596 4785908]","['2013-09' '2013-09' '2015-05' '2014-06' '2015-01' '2014-05' '2015-06'
 '2015-07' '2015-07' '2015-08' '2015-07' '2014-07' '2015-07' '2014-05'
 '2015-07' '2015-06' '2014-09' '2014-09' '2015-07' '2015-08' '2015-08'
 '2015-04' '2014-08' '2014-12' '2015-05' '2014-04' '2015-05' '2014-11'
 '2014-12' '2014-08' '2015-08' '2015-01' '2014-09' '2014-07' '2015-07'
 '2015-07' '2014-09' '2014-10' '2015-07' '2014-06' '2015-06' '2014-06'
 '2014-09' '2014-06' '2014-07' '2014-07' '2015-08' '2014-02' '2015-04'
 '2014-07' '2015-07' '2014-06' '2014-07' '2014-11']","[0 0 1 0 0 1 1 1 1 1 0 1 1 0 0 1 1 0 0 1 0 1 0 1 0 1 1 1 1 1 0 0 1 1 1 0 1
 0 0 1 0 1 1 1 0 1 1 0 1 0 0 0 1 1]",54,31,23,0.5740740740740741,0.42592592592592593,54,3016368,4785908,2013-09,2014-11
434394,[5387654 4197694 4884523 4240532],['2015-06' '2014-05' '2014-12' '2014-06'],[1 1 1 1],4,4,0,1.0,0.0,4,5387654,4240532,2015-06,2014-06
73947,[5260921],['2015-05'],[0],1,0,1,0.0,1.0,1,5260921,5260921,2015-05,2015-05
499930,[3185016],['2013-12'],[1],1,1,0,1.0,0.0,1,3185016,3185016,2013-12,2013-12
65753,"[3020612 4050925 5684516 4681757 4246105 5294595 5043557 5005573 4501788
 5706430 5521353 4815885 4447722]","['2013-09' '2014-03' '2015-08' '2014-10' '2014-06' '2015-05' '2015-03'
 '2015-02' '2014-09' '2015-08' '2015-07' '2014-12' '2014-08']",[1 1 1 1 1 1 1 1 1 1 1 1 1],13,13,0,1.0,0.0,13,3020612,4447722,2013-09,2014-08
508125,[5757526],['2015-08'],[1],1,1,0,1.0,0.0,1,5757526,5757526,2015-08,2015-08
73946,[4184563],['2014-05'],[1],1,1,0,1.0,0.0,1,4184563,4184563,2014-05,2014-05
499936,[3076522 3067169 4497809 4800320 5090765 4661124 4709529 4806124],"['2013-10' '2013-10' '2014-08' '2014-12' '2015-03' '2014-10' '2014-11'
 '2014-12']",[0 0 0 0 0 0 0 0],8,0,8,0.0,1.0,8,3076522,4806124,2013-10,2014-12
262361,[5576823 5505485],['2015-07' '2015-07'],[0 0],2,0,2,0.0,1.0,2,5576823,5505485,2015-07,2015-07
114911,[4979155],['2015-02'],[1],1,1,0,1.0,0.0,1,4979155,4979155,2015-02,2015-02
401634,[4386796],['2014-07'],[0],1,0,1,0.0,1.0,1,4386796,4386796,2014-07,2014-07
483549,[5032399 5085650 4510993],['2015-02' '2015-03' '2014-09'],[0 0 1],3,1,2,0.3333333333333333,0.6666666666666666,3,5032399,4510993,2015-02,2014-09
270566,[4837135],['2014-12'],[1],1,1,0,1.0,0.0,1,4837135,4837135,2014-12,2014-12
213223,[5371270],['2015-06'],[1],1,1,0,1.0,0.0,1,5371270,5371270,2015-06,2015-06
508136,[5588807],['2015-07'],[1],1,1,0,1.0,0.0,1,5588807,5588807,2015-07,2015-07
491753,[4792874],['2014-12'],[0],1,0,1,0.0,1.0,1,4792874,4792874,2014-12,2014-12
24810,[5777397],['2015-08'],[1],1,1,0,1.0,0.0,1,5777397,5777397,2015-08,2015-08
73963,[4857817 5185873 4858286],['2014-12' '2015-04' '2014-12'],[0 0 0],3,0,3,0.0,1.0,3,4857817,4858286,2014-12,2014-12
139500,[4752827 5065265],['2014-11' '2015-03'],[1 1],2,2,0,1.0,0.0,2,4752827,5065265,2014-11,2015-03
467178,[4929398],['2015-01'],[1],1,1,0,1.0,0.0,1,4929398,4929398,2015-01,2015-01
213227,[2973108 4571175 5494402 5384251],['2013-09' '2014-09' '2015-07' '2015-06'],[0 0 0 0],4,0,4,0.0,1.0,4,2973108,5384251,2013-09,2015-06
65770,[5524157 4156938 4628183 5361395 4681334 4609174 4492232 4813144 4258432],"['2015-07' '2014-05' '2014-10' '2015-06' '2014-10' '2014-10' '2014-08'
 '2014-12' '2014-06']",[0 0 0 0 0 0 0 0 0],9,0,9,0.0,1.0,9,5524157,4258432,2015-07,2014-06
409840,[5787256 5372319 4503217 5224410 5632675],['2015-08' '2015-06' '2014-09' '2015-04' '2015-07'],[1 1 1 1 0],5,4,1,0.8,0.2,5,5787256,5632675,2015-08,2015-07
311528,[5641075],['2015-07'],[0],1,0,1,0.0,1.0,1,5641075,5641075,2015-07,2015-07
393460,[3239152],['2013-12'],[1],1,1,0,1.0,0.0,1,3239152,3239152,2013-12,2013-12
221429,[4454366],['2014-08'],[0],1,0,1,0.0,1.0,1,4454366,4454366,2014-08,2014-08
172278,[2972605],['2013-09'],[1],1,1,0,1.0,0.0,1,2972605,2972605,2013-09,2013-09
41209,[5257918 5200584],['2015-05' '2015-04'],[0 0],2,0,2,0.0,1.0,2,5257918,5200584,2015-05,2015-04
434427,[5505481],['2015-07'],[1],1,1,0,1.0,0.0,1,5505481,5505481,2015-07,2015-07
252,[4917365 4012989],['2015-01' '2014-02'],[1 1],2,2,0,1.0,0.0,2,4917365,4012989,2015-01,2014-02
393469,[2975332 4429708 5617648],['2013-09' '2014-08' '2015-07'],[1 0 0],3,1,2,0.3333333333333333,0.6666666666666666,3,2975332,5617648,2013-09,2015-07
270592,"[3194128 4447067 4450779 5618722 5685310 4470063 4575720 4391694 4359060
 5738310 4450995 4403753 4384402 4436202 3977164]","['2013-12' '2014-08' '2014-08' '2015-07' '2015-08' '2014-08' '2014-09'
 '2014-07' '2014-07' '2015-08' '2014-08' '2014-07' '2014-07' '2014-08'
 '2014-01']",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],15,15,0,1.0,0.0,15,3194128,3977164,2013-12,2014-01
196865,[3185607],['2013-12'],[1],1,1,0,1.0,0.0,1,3185607,3185607,2013-12,2013-12
213248,[5738216],['2015-08'],[1],1,1,0,1.0,0.0,1,5738216,5738216,2015-08,2015-08
41220,[3200449 3126892 4645392 4777926 4783442],['2013-12' '2013-11' '2014-10' '2014-11' '2014-11'],[1 1 1 1 1],5,5,0,1.0,0.0,5,3200449,4783442,2013-12,2014-11
401668,[4895002],['2014-12'],[1],1,1,0,1.0,0.0,1,4895002,4895002,2014-12,2014-12
229638,[5574722 5608799],['2015-07' '2015-07'],[1 1],2,2,0,1.0,0.0,2,5574722,5608799,2015-07,2015-07
483593,[4900479 4890787],['2015-01' '2014-12'],[0 0],2,0,2,0.0,1.0,2,4900479,4890787,2015-01,2014-12
450827,"[3092089 3025344 3050712 3065618 3123712 3121013 5289678 4827486 5494084
 4708021 5148949 4336566 5279405 4704119 5256798 4361979 4624832 4400124
 4283918 5662347 5300256 4120379 3993100 5521084 5279364 4469469 4321673
 5088551 4253055 5088550 4152070]","['2013-10' '2013-09' '2013-10' '2013-10' '2013-11' '2013-11' '2015-05'
 '2014-12' '2015-07' '2014-11' '2015-03' '2014-07' '2015-05' '2014-11'
 '2015-05' '2014-07' '2014-10' '2014-07' '2014-06' '2015-08' '2015-05'
 '2014-04' '2014-01' '2015-07' '2015-05' '2014-08' '2014-07' '2015-03'
 '2014-06' '2015-03' '2014-05']",[0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 1 1 0 1 0 1],31,19,12,0.6129032258064516,0.3870967741935484,31,3092089,4152070,2013-10,2014-05
65803,[5769282],['2015-08'],[1],1,1,0,1.0,0.0,1,5769282,5769282,2015-08,2015-08
237839,[4705164],['2014-11'],[1],1,1,0,1.0,0.0,1,4705164,4705164,2014-11,2014-11
434448,[5470290 5209513],['2015-06' '2015-04'],[0 0],2,0,2,0.0,1.0,2,5470290,5209513,2015-06,2015-04
409873,[4141753 5390950],['2014-05' '2015-06'],[1 1],2,2,0,1.0,0.0,2,4141753,5390950,2014-05,2015-06
508177,[4841591],['2014-12'],[1],1,1,0,1.0,0.0,1,4841591,4841591,2014-12,2014-12
442646,[4225081 4623441],['2014-06' '2014-10'],[0 1],2,1,1,0.5,0.5,2,4225081,4623441,2014-06,2014-10
516374,[4758928 3985845 5781277],['2014-11' '2014-01' '2015-08'],[1 1 1],3,3,0,1.0,0.0,3,4758928,5781277,2014-11,2015-08
319768,[5776661 4254067 5773646 5287038],['2015-08' '2014-06' '2015-08' '2015-05'],[0 1 0 0],4,1,3,0.25,0.75,4,5776661,5287038,2015-08,2015-05
491799,[5597077 5643873],['2015-07' '2015-07'],[1 1],2,2,0,1.0,0.0,2,5597077,5643873,2015-07,2015-07
8471,[5720626],['2015-08'],[1],1,1,0,1.0,0.0,1,5720626,5720626,2015-08,2015-08
90395,[4033482],['2014-02'],[0],1,0,1,0.0,1.0,1,4033482,4033482,2014-02,2014-02
114972,[4439000],['2014-08'],[1],1,1,0,1.0,0.0,1,4439000,4439000,2014-08,2014-08
401699,[5720721],['2015-08'],[0],1,0,1,0.0,1.0,1,5720721,5720721,2015-08,2015-08
98597,[5560722],['2015-07'],[0],1,0,1,0.0,1.0,1,5560722,5560722,2015-07,2015-07
336166,[5549759],['2015-07'],[1],1,1,0,1.0,0.0,1,5549759,5549759,2015-07,2015-07
131372,"[3199602 3173535 3013478 3104948 4750759 4104468 4783249 5196064 5440046
 4391286 4856030 4849729 4768987 5245784 4850749 4757970 4769748 4729889
 5117467 5411366 5511410 5511317 5423085 4595906 4579196 5303697 5511304
 4849752 5662276 5626475 4934454 4763850 4502062 4806182 4820335 4756663
 4833092 5437839 5500494 4804157 4746545 5601859 5434684 4815315 5511391]","['2013-12' '2013-12' '2013-09' '2013-11' '2014-11' '2014-04' '2014-11'
 '2015-04' '2015-06' '2014-07' '2014-12' '2014-12' '2014-11' '2015-04'
 '2014-12' '2014-11' '2014-11' '2014-11' '2015-03' '2015-06' '2015-07'
 '2015-07' '2015-06' '2014-09' '2014-09' '2015-05' '2015-07' '2014-12'
 '2015-08' '2015-07' '2015-01' '2014-11' '2014-09' '2014-12' '2014-12'
 '2014-11' '2014-12' '2015-06' '2015-07' '2014-12' '2014-11' '2015-07'
 '2015-06' '2014-12' '2015-07']","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 0 1 1 1 1]",45,44,1,0.9777777777777777,0.022222222222222223,45,3199602,5511391,2013-12,2015-07
377133,[4408039],['2014-07'],[1],1,1,0,1.0,0.0,1,4408039,4408039,2014-07,2014-07
418095,[4666295 4560680],['2014-10' '2014-09'],[0 0],2,0,2,0.0,1.0,2,4666295,4560680,2014-10,2014-09
360754,[5229680],['2015-04'],[1],1,1,0,1.0,0.0,1,5229680,5229680,2015-04,2015-04
467253,"[3204526 3175957 3057092 3082220 3166919 3068873 4083206 3975506 4490320
 4558046 5299893 5627992 4744608 4478268 4509341 4352561]","['2013-12' '2013-12' '2013-10' '2013-10' '2013-11' '2013-10' '2014-04'
 '2014-01' '2014-08' '2014-09' '2015-05' '2015-07' '2014-11' '2014-08'
 '2014-09' '2014-07']",[0 0 1 1 1 1 1 1 0 1 0 1 0 0 0 0],16,8,8,0.5,0.5,16,3204526,4352561,2013-12,2014-07
278843,[3140360 5511049 4279523],['2013-11' '2015-07' '2014-06'],[0 1 1],3,2,1,0.6666666666666666,0.3333333333333333,3,3140360,4279523,2013-11,2014-06
115004,[3222408 4784220],['2013-12' '2014-11'],[1 1],2,2,0,1.0,0.0,2,3222408,4784220,2013-12,2014-11
57660,[4889634],['2014-12'],[0],1,0,1,0.0,1.0,1,4889634,4889634,2014-12,2014-12
450878,[2989892 3132653 3104953 4307544 2989892 3132653 3104953 4307544],"['2013-09' '2013-11' '2013-11' '2014-07' '2013-09' '2013-11' '2013-11'
 '2014-07']",[1 1 0 1 1 1 0 1],8,6,2,0.75,0.25,4,2989892,4307544,2013-09,2014-07
319,[4385044],['2014-07'],[1],1,1,0,1.0,0.0,1,4385044,4385044,2014-07,2014-07
196923,"[4236622 5265424 5403173 4417754 5482499 4991837 4312860 5573483 5245802
 4435708 4285699 4245154 4474924 4765553 5006545 4408196 4144654 4572134
 4829285 5703539 4322429 5174096 4119936 4529058 4376925 5594731 4553702
 4498563 5538554 5677901 5542031 4985744 5650971 5414172 4797002 5355776
 5447737 5422841 4875642 5422691 5427194 5602538 4161179 4250665 4318462
 5396015 4648729 4119113 4991844 4963758 5485199 4754937 4570036 5609606
 4480383 4978097 5421611 5582711]","['2014-06' '2015-05' '2015-06' '2014-08' '2015-06' '2015-02' '2014-07'
 '2015-07' '2015-04' '2014-08' '2014-06' '2014-06' '2014-08' '2014-11'
 '2015-02' '2014-07' '2014-05' '2014-09' '2014-12' '2015-08' '2014-07'
 '2015-04' '2014-04' '2014-09' '2014-07' '2015-07' '2014-09' '2014-08'
 '2015-07' '2015-08' '2015-07' '2015-02' '2015-08' '2015-06' '2014-12'
 '2015-05' '2015-06' '2015-06' '2014-12' '2015-06' '2015-06' '2015-07'
 '2014-05' '2014-06' '2014-07' '2015-06' '2014-10' '2014-04' '2015-02'
 '2015-01' '2015-06' '2014-11' '2014-09' '2015-07' '2014-08' '2015-02'
 '2015-06' '2015-07']","[1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 0 0 1 1 1 0 0 0 1 1 0 1 1 0 1 1 0 1
 1 1 1 0 0 1 1 1 1 1 0 1 1 1 0 1 1 0 0 1 0]",58,38,20,0.6551724137931034,0.3448275862068966,58,4236622,5582711,2014-06,2015-07
155966,[4640896],['2014-10'],[1],1,1,0,1.0,0.0,1,4640896,4640896,2014-10,2014-10
16706,[5221165],['2015-04'],[1],1,1,0,1.0,0.0,1,5221165,5221165,2015-04,2015-04
172355,[4257721 5225229],['2014-06' '2015-04'],[0 0],2,0,2,0.0,1.0,2,4257721,5225229,2014-06,2015-04
221500,[4646134 4523714 4781546 4658935],['2014-10' '2014-09' '2014-11' '2014-10'],[0 1 1 0],4,2,2,0.5,0.5,4,4646134,4658935,2014-10,2014-10
57669,[3060149],['2013-10'],[0],1,0,1,0.0,1.0,1,3060149,3060149,2013-10,2013-10
205129,[4701514 5197979],['2014-11' '2015-04'],[1 1],2,2,0,1.0,0.0,2,4701514,5197979,2014-11,2015-04
139596,[4883782 4257774 5458582 4884067 4775867 4229874],['2014-12' '2014-06' '2015-06' '2014-12' '2014-11' '2014-06'],[0 0 0 0 1 0],6,1,5,0.16666666666666666,0.8333333333333334,6,4883782,4229874,2014-12,2014-06
385361,[5782831],['2015-08'],[1],1,1,0,1.0,0.0,1,5782831,5782831,2015-08,2015-08
270676,[4616164 4615856],['2014-10' '2014-10'],[1 1],2,2,0,1.0,0.0,2,4616164,4615856,2014-10,2014-10
311636,[5469680],['2015-06'],[1],1,1,0,1.0,0.0,1,5469680,5469680,2015-06,2015-06
246102,[5361827],['2015-06'],[0],1,0,1,0.0,1.0,1,5361827,5361827,2015-06,2015-06
368982,"[3073886 4515211 4428497 4133085 5463391 4452004 4212685 4005230 4005229
 4260044 5194560 4423463 4667834 4298865 4334402 4301255 4412707 4847251
 4004244 4330345 4537591 4399130 4691375]","['2013-10' '2014-09' '2014-08' '2014-04' '2015-06' '2014-08' '2014-05'
 '2014-01' '2014-01' '2014-06' '2015-04' '2014-08' '2014-10' '2014-06'
 '2014-07' '2014-07' '2014-08' '2014-12' '2014-01' '2014-07' '2014-09'
 '2014-07' '2014-11']",[0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1],23,19,4,0.8260869565217391,0.17391304347826086,23,3073886,4691375,2013-10,2014-11
131421,[2981644 4907372 3972510],['2013-09' '2015-01' '2014-01'],[0 0 0],3,0,3,0.0,1.0,3,2981644,3972510,2013-09,2014-01
442718,[5427623],['2015-06'],[1],1,1,0,1.0,0.0,1,5427623,5427623,2015-06,2015-06
450911,[5212974],['2015-04'],[1],1,1,0,1.0,0.0,1,5212974,5212974,2015-04,2015-04
246112,[5185799],['2015-04'],[0],1,0,1,0.0,1.0,1,5185799,5185799,2015-04,2015-04
82270,[3107480 5008301 5675532 3983664 4576666 4366649 4827742],['2013-11' '2015-02' '2015-08' '2014-01' '2014-09' '2014-07' '2014-12'],[1 1 1 1 1 1 1],7,7,0,1.0,0.0,7,3107480,4827742,2013-11,2014-12
353,[3217701 3100912 3026619],['2013-12' '2013-11' '2013-09'],[1 1 1],3,3,0,1.0,0.0,3,3217701,3026619,2013-12,2013-09
328035,[4257003],['2014-06'],[1],1,1,0,1.0,0.0,1,4257003,4257003,2014-06,2014-06
16740,[5527972],['2015-07'],[1],1,1,0,1.0,0.0,1,5527972,5527972,2015-07,2015-07
516453,[4314539 4314539],['2014-07' '2014-07'],[0 0],2,0,2,0.0,1.0,1,4314539,4314539,2014-07,2014-07
344422,[3133437 3220106 4894480 5403410 4543061 4654506 4194403 4324500],"['2013-11' '2013-12' '2014-12' '2015-06' '2014-09' '2014-10' '2014-05'
 '2014-07']",[1 1 1 1 1 1 1 0],8,7,1,0.875,0.125,8,3133437,4324500,2013-11,2014-07
