EID,TYPECODE,LAWDATE,LAWAMOUNT,LAWSUIT_CNT,LAWSUIT_LAWAMOUNT_MEAN,LAWSUIT_LAWAMOUNT_SUM,LAWSUIT_FIRST_TIME,LAWSUIT_END_TIME
525129.0,[97966414],['2014-12-01'],[0],1,0.0,0,2014-12,2014-12
230220.0,[102527021 103011118],['2015-06-01' '2015-06-01'],[1759900 1759900],2,1759900.0,3519800,2015-06,2015-06
459608.0,[61067012 62158679],['2013-02-01' '2013-04-01'],[172200    400],2,86300.0,172600,2013-02,2013-04
33640.0,[70735990 60564485],['2012-12-01' '2013-01-01'],[215800      0],2,107900.0,215800,2012-12,2013-01
164713.0,[66080505],['2012-10-01'],[80300],1,80300.0,80300,2012-10,2012-10
66411.0,[44504814],['2012-11-01'],[10000],1,10000.0,10000,2012-11,2012-11
882.0,[104524272 104914665 105268728],['2015-07-01' '2015-07-01' '2015-07-01'],[10000 10000 10000],3,10000.0,30000,2015-07,2015-07
492404.0,[100176634],['2015-04-01'],[17000],1,17000.0,17000,2015-04,2015-04
492405.0,[99913139],['2015-04-01'],[33600],1,33600.0,33600,2015-04,2015-04
230264.0,[93816319],['2014-12-01'],[6000],1,6000.0,6000,2014-12,2014-12
426882.0,[93694838],['2014-12-01'],[124000],1,124000.0,124000,2014-12,2014-12
328587.0,[42499105 67764567],['2012-09-01' '2013-09-01'],[3984900   31600],2,2008250.0,4016500,2012-09,2013-09
263061.0,[76442793],['2014-03-01'],[292100],1,292100.0,292100,2014-03,2014-03
66454.0,"[ 42667172  87374553  81335905  91726373  76451698  76452053  91767243
  79323285  81337918  91920108  91920024  88350304  91751050  81380339
  81380205  97812874  97812808  80146283  81380344  91919980  91919970
  81337605  91920039  97775574  91919953  81381268  81337897  97813260
  97813302  97813267  91920233  91920649  97813107  91920960  91920827
  91920679  91920399  91920767  91920757  91920568  83486700  97813381
  97813194  97813142  83486860  91921616  97813434  97813673  91921395
  91921069  92415818  93813721 111419423 106927924]","['2012-10-01' '2014-03-01' '2014-03-01' '2014-03-01' '2014-03-01'
 '2014-03-01' '2014-04-01' '2014-04-01' '2014-05-01' '2014-05-01'
 '2014-05-01' '2014-05-01' '2014-05-01' '2014-05-01' '2014-05-01'
 '2014-05-01' '2014-05-01' '2014-05-01' '2014-05-01' '2014-05-01'
 '2014-05-01' '2014-05-01' '2014-05-01' '2014-05-01' '2014-05-01'
 '2014-05-01' '2014-05-01' '2014-06-01' '2014-06-01' '2014-06-01'
 '2014-06-01' '2014-06-01' '2014-06-01' '2014-06-01' '2014-06-01'
 '2014-06-01' '2014-06-01' '2014-06-01' '2014-06-01' '2014-06-01'
 '2014-06-01' '2014-06-01' '2014-06-01' '2014-06-01' '2014-07-01'
 '2014-07-01' '2014-07-01' '2014-07-01' '2014-07-01' '2014-07-01'
 '2014-10-01' '2014-12-01' '2015-08-01' '2015-08-01']","[ 1400  7300   200  7300   200  7300  1800  1800 23600  1900 15100 16500
 16500 15100  6000  1900 15100 16500  2900 23600  5800  6800  2900  6800
  6000  1900  5800  3300  6900  6300  5000 20000 14700  5200  6900  9000
 14700  6300  3300 13600  5200  5200  9000 13600 15000 14700 15000  6700
  6700 15000 12100 16500  6000  6000]",54,8887.037037037036,479900,2012-10,2015-08
925.0,[108816043 106431221],['2015-08-01' '2015-08-01'],[3524600 3524600],2,3524600.0,7049200,2015-08,2015-08
394154.0,[73324080 75016178 80285799],['2013-11-01' '2013-12-01' '2013-12-01'],[568700 568700 568700],3,568700.0,1706100,2013-11,2013-12
263090.0,[62168590],['2013-05-01'],[29000],1,29000.0,29000,2013-05,2013-05
99252.0,[102501616 110590164],['2015-06-01' '2015-06-01'],[44300 44300],2,44300.0,88600,2015-06,2015-06
99260.0,[105162714 101863111],['2015-04-01' '2015-04-01'],[167600 167600],2,167600.0,335200,2015-04,2015-04
426950.0,[69223498 62173183],['2012-09-01' '2013-06-01'],[16100 16100],2,16100.0,32200,2012-09,2013-06
99271.0,[105609086],['2015-08-01'],[65000],1,65000.0,65000,2015-08,2015-08
426955.0,[87441817 91730565 93700539],['2014-09-01' '2014-09-01' '2014-12-01'],[12000 12000 22100],3,15366.666666666666,46100,2014-09,2014-12
328651.0,[91765991 91766375 91765974 91765979],['2014-10-01' '2014-10-01' '2014-10-01' '2014-10-01'],[300 300 300 300],4,300.0,1200,2014-10,2014-10
33746.0,[85061423],['2014-08-01'],[2600],1,2600.0,2600,2014-08,2014-08
99287.0,[ 80086742  75072819 101687886  98081406],['2014-02-01' '2014-02-01' '2014-02-01' '2015-02-01'],[2693300 2693300 2693300   73000],4,2038225.0,8152900,2014-02,2015-02
295898.0,[97999189],['2015-01-01'],[41300],1,41300.0,41300,2015-01,2015-01
328671.0,[80141471],['2014-05-01'],[124300],1,124300.0,124300,2014-05,2014-05
426976.0,[76434220],['2014-01-01'],[2500],1,2500.0,2500,2014-01,2014-01
197605.0,[76430194 80106369 92401909],['2014-02-01' '2014-02-01' '2014-10-01'],[21000 21000 10500],3,17500.0,52500,2014-02,2014-10
99303.0,[83572953 75077394 91830222],['2014-02-01' '2014-02-01' '2014-10-01'],[71800 71800 70500],3,71366.66666666667,214100,2014-02,2014-10
197609.0,[81328630 81328634 92773168 92773170],['2014-05-01' '2014-05-01' '2014-05-01' '2014-05-01'],[ 60000 120000  60000 120000],4,90000.0,360000,2014-05,2014-05
33770.0,[61055474],['2013-02-01'],[10000],1,10000.0,10000,2013-02,2013-02
230379.0,[108951928 106065573],['2015-08-01' '2015-08-01'],[0 0],2,0.0,0,2015-08,2015-08
394230.0,[ 72984947  87371279  83518854  99972989 106066110 112481142 108909266],"['2013-12-01' '2013-12-01' '2014-06-01' '2015-04-01' '2015-08-01'
 '2015-08-01' '2015-08-01']",[355800 355800 256500 355800  62400  62400  62400],7,215871.42857142858,1511100,2013-12,2015-08
164857.0,[91751906 97769535],['2014-09-01' '2014-10-01'],[196200 196200],2,196200.0,392400,2014-09,2014-10
132093.0,[80124227 76456067],['2014-02-01' '2014-02-01'],[0 0],2,0.0,0,2014-02,2014-02
164881.0,[ 97790699 110595919  99693385 100112169],['2014-09-01' '2015-04-01' '2015-04-01' '2015-04-01'],[ 220000   10500 2817400   10500],4,764600.0,3058400,2014-09,2015-04
1066.0,"[72991835 85051082 85051422 91792519 85062414 85358589 85067921 85062553
 91670678 91792581 88349075]","['2014-01-01' '2014-06-01' '2014-07-01' '2014-07-01' '2014-07-01'
 '2014-08-01' '2014-08-01' '2014-08-01' '2014-08-01' '2014-08-01'
 '2014-09-01']","[  8000  13100  10500  10500 129200  54800  13100   7700  54800   7700
 120000]",11,39036.36363636364,429400,2014-01,2014-09
132141.0,[ 85460689 101487717 101093659],['2014-09-01' '2015-05-01' '2015-05-01'],[370700 509300 509300],3,463100.0,1389300,2014-09,2015-05
263222.0,[61702943],['2013-05-01'],[102600],1,102600.0,102600,2013-05,2013-05
427064.0,[79931483 91739616 72992100],['2013-12-01' '2013-12-01' '2013-12-01'],[100000 100000 100000],3,100000.0,300000,2013-12,2013-12
164922.0,[61053549],['2012-10-01'],[3200],1,3200.0,3200,2012-10,2012-10
459836.0,[81321514 97808751 91707219 91779864 87434665 79316892],"['2014-04-01' '2014-04-01' '2014-04-01' '2014-04-01' '2014-04-01'
 '2014-04-01']",[17800 10400  8700 10400  8700 10400],6,11066.666666666666,66400,2014-04,2014-04
296003.0,[92715860 92715736 97769629],['2014-10-01' '2014-10-01' '2014-10-01'],[15000 12500  6000],3,11166.666666666666,33500,2014-10,2014-10
328779.0,[80119796 80119788 76452590 76452571],['2014-03-01' '2014-03-01' '2014-03-01' '2014-03-01'],[101400 162400 101400 162400],4,131900.0,527600,2014-03,2014-03
132173.0,[110591151  98816138],['2015-03-01' '2015-03-01'],[79700 79700],2,79700.0,159400,2015-03,2015-03
132185.0,"[ 42191313  62275319  73363693  73365545  79941599  85062970  85074166
  85074168 112468084 111900292  98628753 101117834 104599960]","['2012-09-01' '2013-06-01' '2013-08-01' '2013-11-01' '2013-12-01'
 '2014-07-01' '2014-08-01' '2014-08-01' '2015-03-01' '2015-03-01'
 '2015-03-01' '2015-05-01' '2015-07-01']","[   50000   293600   164000    20900   143900   168300    73200    73200
    49000    49000    49000    50000 12680500]",13,1066507.6923076923,13864600,2012-09,2015-07
164961.0,"[60561252 61103251 62149894 91805167 91766369 91805236 91805219 91805126
 91805192 91805159 91805147 91805204 91805180]","['2013-01-01' '2013-03-01' '2013-05-01' '2014-10-01' '2014-10-01'
 '2014-10-01' '2014-10-01' '2014-10-01' '2014-10-01' '2014-10-01'
 '2014-10-01' '2014-10-01' '2014-10-01']","[   50000 13740000    13500    23200    12900     9000    15000    15000
    13500    13500    15000    15000    12900]",13,1072961.5384615385,13948500,2013-01,2014-10
132194.0,[80343489 78192213 78189780 80343488 81200296 81201774],"['2014-03-01' '2014-03-01' '2014-03-01' '2014-03-01' '2014-06-01'
 '2014-06-01']",[   0 5300 1500    0 2500 2500],6,1966.6666666666667,11800,2014-03,2014-06
164969.0,[80129813 97811115 91780781],['2014-05-01' '2014-05-01' '2014-05-01'],[14470000 14470000 14470000],3,14470000.0,43410000,2014-05,2014-05
361579.0,[62130153 73344785 81124629 87377796],['2013-06-01' '2013-11-01' '2014-06-01' '2014-09-01'],[38400  5200 32800 47300],4,30925.0,123700,2013-06,2014-09
164978.0,[97933042 85552522],['2014-08-01' '2014-08-01'],[1000 1000],2,1000.0,2000,2014-08,2014-08
427123.0,"[ 44373725  44373716  44373694  62164272  62162569  67901441  67685232
  67685065  67685224  67685222  67685072  67685070  85057804  92720590
 103195560 100177352 100247813 100247824 100247819 103017541 102528134
 102528138]","['2012-11-01' '2012-11-01' '2012-11-01' '2013-06-01' '2013-06-01'
 '2013-07-01' '2013-08-01' '2013-08-01' '2013-08-01' '2013-08-01'
 '2013-08-01' '2013-08-01' '2014-07-01' '2014-07-01' '2015-01-01'
 '2015-03-01' '2015-04-01' '2015-04-01' '2015-04-01' '2015-06-01'
 '2015-06-01' '2015-06-01']","[      0       0 5107800       0       0       0       0       0       0
       0       0       0  400000  400000  900000 3822900   10900     200
   50700       0       0       0]",22,486022.7272727273,10692500,2012-11,2015-06
263284.0,[76455603],['2014-01-01'],[59500],1,59500.0,59500,2014-01,2014-01
230516.0,[101094384],['2015-05-01'],[2000],1,2000.0,2000,2015-05,2015-05
427130.0,[61026828],['2013-01-01'],[583800],1,583800.0,583800,2013-01,2013-01
328834.0,[ 97939391 101093622],['2014-07-01' '2015-05-01'],[150700 150700],2,150700.0,301400,2014-07,2015-05
394376.0,[75002326],['2014-01-01'],[5900],1,5900.0,5900,2014-01,2014-01
99475.0,[67687007],['2013-07-01'],[9000],1,9000.0,9000,2013-07,2013-07
33950.0,[85047670 76434729 91872749],['2014-02-01' '2014-02-01' '2014-10-01'],[ 86000  86000 250200],3,140733.33333333334,422200,2014-02,2014-10
328865.0,[101819029],['2015-05-01'],[1867200],1,1867200.0,1867200,2015-05,2015-05
394405.0,[91685750 85271730],['2014-08-01' '2014-08-01'],[11000 11000],2,11000.0,22000,2014-08,2014-08
296103.0,[67682108 67783566 67783579],['2013-07-01' '2013-09-01' '2013-09-01'],[136400 105900 448100],3,230133.33333333334,690400,2013-07,2013-09
328889.0,[ 99097571  99086305 100548044 100548039 100548048 103893113 102298803],"['2015-03-01' '2015-03-01' '2015-04-01' '2015-04-01' '2015-04-01'
 '2015-06-01' '2015-06-01']",[100900  50500  10000  10000  10000  20000  10000],7,30200.0,211400,2015-03,2015-06
99518.0,[82393901 85736889 77387363],['2014-02-01' '2014-02-01' '2014-02-01'],[259800 259800 259800],3,259800.0,779400,2014-02,2014-02
132287.0,[62158011],['2012-12-01'],[181400],1,181400.0,181400,2012-12,2012-12
328896.0,[75013714 80089345 91815617 75077254 85059938 85059940],"['2013-12-01' '2014-02-01' '2014-02-01' '2014-02-01' '2014-07-01'
 '2014-07-01']",[ 20900  55100  55100  55100 220400 128500],6,89183.33333333333,535100,2013-12,2014-07
328901.0,[92644468 92640925],['2014-12-01' '2014-12-01'],[ 4400 58000],2,31200.0,62400,2014-12,2014-12
165074.0,[91738980 87811486],['2014-09-01' '2014-09-01'],[146900 146900],2,146900.0,293800,2014-09,2014-09
165079.0,"[ 44526292  43060206  60294011  60583031  61114700  62372016  73341896
  73342225  80322335  91796619  75076441  75015271  80059971  75066912
  80341443  98100968 101736912 100549755]","['2012-10-01' '2012-10-01' '2013-01-01' '2013-02-01' '2013-03-01'
 '2013-06-01' '2013-07-01' '2013-08-01' '2014-01-01' '2014-01-01'
 '2014-01-01' '2014-01-01' '2014-01-01' '2014-01-01' '2014-01-01'
 '2015-02-01' '2015-04-01' '2015-04-01']","[13127200 22173900 22173900   225600   952100  1212800   216200  2302400
  3424900  3424900  2302400   260300   260300  3424900  2302400   356000
   315300   315300]",18,4376155.555555556,78770800,2012-10,2015-04
1239.0,[97803469 75022603 91704755],['2013-12-01' '2013-12-01' '2013-12-01'],[27800 27800 27800],3,27800.0,83400,2013-12,2013-12
525528.0,[101355818 108956209],['2015-05-01' '2015-05-01'],[52800 52800],2,52800.0,105600,2015-05,2015-05
394460.0,[60060326 92417888 85074510],['2013-01-01' '2014-08-01' '2014-08-01'],[18500 35500 35500],3,29833.333333333332,89500,2013-01,2014-08
427228.0,[100871063],['2015-05-01'],[1250000],1,1250000.0,1250000,2015-05,2015-05
230625.0,[76454462],['2014-02-01'],[214000],1,214000.0,214000,2014-02,2014-02
165092.0,[101542495],['2014-10-01'],[14100],1,14100.0,14100,2014-10,2014-10
66804.0,"[ 66079422  66080954  94217080  61111193  73349490  73387109 108983788
  73387271  92542248  80144208  99081668  99081666 108984099 103705823
 103705821 103705825 108984309]","['2012-09-01' '2012-10-01' '2012-12-01' '2013-02-01' '2013-06-01'
 '2013-10-01' '2013-10-01' '2013-10-01' '2014-05-01' '2014-05-01'
 '2015-03-01' '2015-03-01' '2015-03-01' '2015-06-01' '2015-06-01'
 '2015-06-01' '2015-06-01']","[   4600  299500  439500   27300 1559400  125000  125000    4000  125000
  125000   22800   75000   22800    5400   29500   46000   47000]",17,181341.17647058822,3082800,2012-09,2015-06
361717.0,"[ 67907631  67913656  73332208  76455770  76456961  87908019  97940129
 105607754 106519492 106892407 108845573 109837551]","['2013-06-01' '2013-07-01' '2013-09-01' '2014-01-01' '2014-03-01'
 '2014-10-01' '2014-12-01' '2015-08-01' '2015-08-01' '2015-08-01'
 '2015-08-01' '2015-08-01']","[635300 989400 137500  12400  16600 277800 427500      0 796100      0
      0 796100]",12,340725.0,4088700,2013-06,2015-08
525556.0,[67784422],['2013-08-01'],[132200],1,132200.0,132200,2013-08,2013-08
492794.0,[61992099 97988595 96492244],['2013-06-01' '2015-01-01' '2015-02-01'],[14640300        0 93510700],3,36050333.333333336,108151000,2013-06,2015-02
460026.0,[106229974],['2015-08-01'],[1550000],1,1550000.0,1550000,2015-08,2015-08
99585.0,[60424020 60585546 61169292 61169546 91815897 80141259],"['2013-01-01' '2013-02-01' '2013-04-01' '2013-04-01' '2014-04-01'
 '2014-04-01']",[ 32900 187200 101200 242500 185000 185000],6,155633.33333333334,933800,2013-01,2014-04
492804.0,[105251320],['2015-08-01'],[0],1,0.0,0,2015-08,2015-08
34059.0,[85042625 68741150 97802827 76428399 85061507],['2013-08-01' '2013-08-01' '2013-08-01' '2014-02-01' '2014-08-01'],[ 1300  1300  1300  2400 11600],5,3580.0,17900,2013-08,2014-08
361741.0,[112381479 104869137],['2015-07-01' '2015-07-01'],[6857000 6857000],2,6857000.0,13714000,2015-07,2015-07
165143.0,[67911711],['2013-07-01'],[5500],1,5500.0,5500,2013-07,2013-07
263451.0,[80125499 80125504 81390851 81390855 91816046 91816061],"['2014-04-01' '2014-04-01' '2014-05-01' '2014-05-01' '2014-05-01'
 '2014-05-01']",[4400 6300 4400 6300 4400 6300],6,5350.0,32100,2014-04,2014-05
34077.0,[ 97792733  91759489 110282107],['2014-10-01' '2014-10-01' '2014-10-01'],[21200 16500 16500],3,18066.666666666668,54200,2014-10,2014-10
34083.0,[61565711 62179079 79308799],['2013-04-01' '2013-06-01' '2014-04-01'],[163500 114200 106600],3,128100.0,384300,2013-04,2014-04
394535.0,[97741474],['2015-03-01'],[67900],1,67900.0,67900,2015-03,2015-03
66856.0,[79286444 79286436 81336227 80147422 96520686],['2014-03-01' '2014-03-01' '2014-03-01' '2014-05-01' '2015-01-01'],[ 67400 100000   8000  81700 120000],5,75420.0,377100,2014-03,2015-01
394550.0,[61211267],['2013-01-01'],[670400],1,670400.0,670400,2013-01,2013-01
361785.0,[87376475 91700387],['2014-08-01' '2014-08-01'],[21000 21000],2,21000.0,42000,2014-08,2014-08
230718.0,[42923091 60222650],['2012-10-01' '2012-12-01'],[    0 98000],2,49000.0,98000,2012-10,2012-12
361792.0,[75027657],['2014-01-01'],[23300],1,23300.0,23300,2014-01,2014-01
230722.0,[106929208],['2015-08-01'],[30400],1,30400.0,30400,2015-08,2015-08
296262.0,[61091373],['2013-01-01'],[0],1,0.0,0,2013-01,2013-01
263499.0,"[ 73356775  75026066  75026429  83505748  80306330  81377943  81378021
  81328738  81378015  81378027  81378043  81378058  81387069  81378008
  81377939  81378002  81387064  81378034  81378051 103035288]","['2013-07-01' '2014-01-01' '2014-01-01' '2014-01-01' '2014-01-01'
 '2014-05-01' '2014-05-01' '2014-05-01' '2014-05-01' '2014-05-01'
 '2014-05-01' '2014-05-01' '2014-05-01' '2014-05-01' '2014-05-01'
 '2014-05-01' '2014-05-01' '2014-05-01' '2014-05-01' '2015-01-01']","[200000  40000 660000  40000 660000   6100   9900  12200  11400   5800
  10600   6800   3400  10500   4500  13500   3400   9900  12800   9900]",20,86535.0,1730700,2013-07,2015-01
34126.0,[96480351],['2015-01-01'],[1000000],1,1000000.0,1000000,2015-01,2015-01
99664.0,[43143613],['2012-10-01'],[0],1,0.0,0,2012-10,2012-10
99671.0,[101684479],['2015-01-01'],[0],1,0.0,0,2015-01,2015-01
1378.0,[73351826 92416821],['2013-09-01' '2014-11-01'],[11000 48600],2,29800.0,59600,2013-09,2014-11
34150.0,[86798186 85553060 91677902 91690808],['2014-07-01' '2014-07-01' '2014-07-01' '2014-07-01'],[1900 1900 1900 1900],4,1900.0,7600,2014-07,2014-07
361833.0,[60103252],['2013-01-01'],[600],1,600.0,600,2013-01,2013-01
132463.0,"[42206326 60433581 60439536 62161826 61819379 67914133 73381864 67788368
 75013602 72849322 72849326 85044919]","['2012-09-01' '2012-12-01' '2012-12-01' '2013-03-01' '2013-05-01'
 '2013-06-01' '2013-08-01' '2013-09-01' '2013-12-01' '2013-12-01'
 '2013-12-01' '2014-05-01']","[  80000 1120800  639300   47600       0       0   25700   59400  118800
   48000  932300   40400]",12,259358.33333333334,3112300,2012-09,2014-05
460147.0,[108958591],['2015-07-01'],[45900],1,45900.0,45900,2015-07,2015-07
1402.0,[110585300],['2015-07-01'],[40000],1,40000.0,40000,2015-07,2015-07
296317.0,[72022015],['2013-03-01'],[145100],1,145100.0,145100,2013-03,2013-03
198014.0,[60931083 60931093 97741575],['2013-01-01' '2013-01-01' '2015-03-01'],[19100000 19100000   270900],3,12823633.333333334,38470900,2013-01,2015-03
361866.0,[97786878 91878818],['2014-11-01' '2014-11-01'],[10000 10000],2,10000.0,20000,2014-11,2014-11
329101.0,"[ 62209243  60996684  61611794  62209952  67906596  67689761  67785030
  67677002  67785263  85084670  97939835 104336735 104198924 103881164
 106519942]","['2013-01-01' '2013-03-01' '2013-05-01' '2013-05-01' '2013-07-01'
 '2013-08-01' '2013-08-01' '2013-08-01' '2013-09-01' '2014-06-01'
 '2014-12-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-08-01']","[ 207400  160000 2543700  207400  200000  200000   47000  452000  300000
  804500    5800    4000       0   14800   35700]",15,345486.6666666667,5182300,2013-01,2015-08
492941.0,[109066451],['2015-01-01'],[16400],1,16400.0,16400,2015-01,2015-01
198034.0,[105246975],['2015-06-01'],[19700],1,19700.0,19700,2015-06,2015-06
99732.0,"[ 74998098  79557723 109174371 100871490 104415349 110603498 105264031
 108844077 105606555]","['2014-01-01' '2014-01-01' '2015-05-01' '2015-05-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-08-01' '2015-08-01']",[4797200 4797200 7200000 7200000 1050000 1050000 1050000 4102700 4102700],9,3927755.5555555555,35349800,2014-01,2015-08
263581.0,[105250838],['2015-08-01'],[2088900],1,2088900.0,2088900,2015-08,2015-08
1445.0,[103425125],['2015-06-01'],[3016100],1,3016100.0,3016100,2015-06,2015-06
492966.0,[44494893],['2012-09-01'],[755700],1,755700.0,755700,2012-09,2012-09
263602.0,"[ 68725180 104468394 104416016 105266936 108954450 110285258 105314823
 105314759 105266590 106055415 106055402 104416012 104415947 104415970
 104468339 104416033 105266755 104468361 104416035 104468399 105314753
 106055425 104415982 104416028 106891059 106058947 105266865 104600025
 104468436 106055446 104415944 105266619 104415968 104416014 104415933
 106055403 104415980 104415923 105266914 104415960 105266585 104416044
 105266843 106055431 104415930 104415974 104415993 104468367 104415997
 104468426 104415950 104468327 105266745 105266877 106065980 106065987
 106065989 106065995 108843303 106065975 104415935 104415986 104416046
 104468341 104415927 104415957 104415942 104416000 105266713 104979861
 106055394 104468379 104415972 104415952 105266860 105266870 104468370
 104415978 104415990 104416002 108843311 108843317 104415964 104468397
 104415955 105266550 104416004 104415966 104415962 104416024 104416026
 104415940 105266777 105266881 105266887 104468392 104416020 105314764
 106055433 106055413 106055450 105266889 106055442 104468455 104415925
 105266917 105266900 105266809 105266814 105266652 105266731 105314784
 106055392 106055528 104416038 104468416 104468356 109169533 106055437
 105266933 104415995 104415976 104468422 105266930 105266894 108843285
 104415937 104468358 104415984 104468452 104468420 104468346 108843296
 106298767]","['2013-06-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01' '2015-07-01'
 '2015-07-01' '2015-07-01' '2015-07-01' '2015-08-01']","[135600      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0      0      0      0      0      0      0
      0      0      0      0]",134,1011.9402985074627,135600,2013-06,2015-08
