"EID","WZCODE","RECRNUM","RECDATE"
"5687","ZP02","60","2015-07"
"5723","ZP02","17","2015-08"
"7350","ZP02","751","2015-08"
"7543","ZP03","2","2015-03"
"8768","ZP02","13","2015-08"
"9620","ZP01","2","2015-07"
"9620","ZP02","28","2015-08"
"10367","ZP02","10","2015-08"
"10683","ZP03","13","2015-08"
"12126","ZP03","3","2015-08"
"12391","ZP01","3","2015-01"
"12391","ZP02","84","2015-08"
"12391","ZP03","33","2015-07"
"13012","ZP03","11","2015-08"
"13333","ZP02","5","2015-05"
"15627","ZP02","9","2015-05"
"15627","ZP03","13","2015-08"
"16818","ZP01","5","2015-02"
"17174","ZP02","2","2015-06"
"18827","ZP02","13","2015-08"
"18827","ZP03","5","2015-08"
"19395","ZP01","21","2015-08"
"19395","ZP02","19","2015-07"
"19930","ZP02","166","2015-08"
"19930","ZP03","15","2015-07"
"20815","ZP02","42","2015-08"
"26219","ZP02","48","2015-08"
"26219","ZP03","1","2015-04"
"28537","ZP02","10","2015-06"
"28537","ZP03","8","2015-06"
"29361","ZP01","20","2015-08"
"29361","ZP02","48","2015-08"
"29361","ZP03","1","2015-05"
"29984","ZP02","7","2015-02"
"30633","ZP02","5","2015-08"
"32406","ZP03","3","2015-06"
"34268","ZP02","2","2015-08"
"35707","ZP02","17","2015-08"
"35707","ZP03","8","2015-06"
"35890","ZP02","16","2015-03"
"37715","ZP03","5","2015-03"
"37755","ZP02","4","2015-05"
"38726","ZP02","3","2015-08"
"38726","ZP03","1","2015-08"
"39969","ZP02","10","2015-01"
"41858","ZP02","2","2015-08"
"48188","ZP02","5","2015-06"
"49073","ZP02","39","2015-08"
"50627","ZP02","23","2015-08"
"51068","ZP01","4","2015-08"
"51068","ZP02","8","2015-07"
"52987","ZP02","50","2015-08"
"53813","ZP02","23","2015-08"
"54035","ZP02","8","2015-04"
"55266","ZP02","14","2015-08"
"58222","ZP01","38","2015-08"
"58222","ZP02","59","2015-08"
"58222","ZP03","63","2015-08"
"58427","ZP02","9","2015-08"
"58938","ZP01","3","2015-06"
"58938","ZP02","25","2015-08"
"59526","ZP03","17","2015-08"
"60239","ZP01","5","2015-08"
"60239","ZP02","439","2015-08"
"60239","ZP03","182","2015-08"
"61121","ZP01","5","2015-08"
"61121","ZP02","15","2015-08"
"61349","ZP02","10","2015-08"
"63975","ZP02","12","2015-07"
"64545","ZP03","1","2015-04"
"65252","ZP02","1","2015-05"
"65252","ZP03","1","2015-06"
"66092","ZP01","1","2015-03"
"66550","ZP01","4","2015-05"
"66550","ZP02","35","2015-07"
"66550","ZP03","36","2015-07"
"67484","ZP03","77","2015-08"
"68384","ZP02","126","2015-08"
"69284","ZP03","1","2015-07"
"69836","ZP03","3","2015-03"
"71082","ZP03","16","2015-08"
"71920","ZP02","10","2015-08"
"72959","ZP03","8","2015-05"
"73361","ZP02","4","2015-08"
"73361","ZP03","4","2015-04"
"74117","ZP03","6","2015-06"
"74880","ZP03","3","2015-07"
"75589","ZP02","7","2015-08"
"75589","ZP03","10","2015-08"
"75641","ZP02","1","2015-08"
"75711","ZP03","1","2015-03"
"75732","ZP03","15","2015-01"
"75787","ZP01","2","2015-08"
"75787","ZP02","72","2015-08"
"75787","ZP03","12","2015-08"
"76140","ZP02","8","2015-04"
"77364","ZP02","19","2015-07"
"77364","ZP03","2","2015-04"
"77386","ZP03","11","2015-08"
"77543","ZP02","1","2015-08"
"78186","ZP03","1","2015-03"
"78193","ZP03","10","2015-05"
"78379","ZP02","33","2015-08"
"78379","ZP03","6","2015-04"
"78385","ZP01","13","2015-08"
"78676","ZP02","2","2015-05"
"79463","ZP01","18","2015-06"
"79463","ZP02","32","2015-08"
"79761","ZP01","92","2015-08"
"79761","ZP02","127","2015-06"
"79761","ZP03","32","2015-07"
"80905","ZP02","14","2015-08"
"80905","ZP03","19","2015-05"
"81004","ZP03","5","2015-05"
"82365","ZP03","7","2015-08"
"85781","ZP02","28","2015-08"
"86536","ZP02","41","2015-08"
"87169","ZP02","4","2015-07"
"88076","ZP02","7","2015-08"
"88130","ZP02","80","2015-08"
"88130","ZP03","1","2015-01"
"88188","ZP02","22","2015-08"
"88188","ZP03","35","2015-08"
"89593","ZP03","20","2015-08"
"90075","ZP02","25","2015-08"
"93917","ZP03","51","2015-08"
"96122","ZP02","41","2015-08"
"96122","ZP03","12","2015-01"
"97761","ZP01","8","2015-05"
"98417","ZP02","2","2015-01"
"99580","ZP01","1","2015-04"
"99580","ZP02","11","2015-06"
"99624","ZP02","7","2015-08"
"100185","ZP02","92","2015-08"
"100185","ZP03","16","2015-08"
"101212","ZP01","20","2015-08"
"101212","ZP03","5","2015-08"
"103304","ZP02","5","2015-03"
"103349","ZP01","2","2015-08"
"103349","ZP02","46","2015-08"
"103349","ZP03","3","2015-08"
"103524","ZP03","6","2015-08"
"104660","ZP01","1","2015-03"
"104660","ZP03","2","2015-08"
"104736","ZP03","8","2015-05"
"104873","ZP02","6","2015-01"
"104873","ZP03","19","2015-08"
"105632","ZP01","12","2015-05"
"105739","ZP02","2","2015-08"
"106478","ZP02","4","2015-05"
"106478","ZP03","6","2015-08"
"108162","ZP02","9","2015-06"
"108982","ZP03","5","2015-06"
"109435","ZP02","4","2015-08"
"111043","ZP01","1","2015-04"
"111043","ZP03","12","2015-08"
"111430","ZP02","4","2015-08"
"111494","ZP02","19","2015-08"
"112276","ZP02","27","2015-08"
"114808","ZP03","4","2015-08"
"116797","ZP02","8","2015-05"
"116984","ZP02","2","2015-07"
"116984","ZP03","2","2015-06"
"120520","ZP03","2","2015-04"
"121465","ZP02","12","2015-06"
"122773","ZP01","5","2015-07"
"123218","ZP03","1","2015-07"
"123543","ZP03","13","2015-07"
"124069","ZP02","44","2015-08"
"124800","ZP02","49","2015-08"
"124800","ZP03","36","2015-08"
"125258","ZP02","4","2015-01"
"126490","ZP02","4","2015-08"
"126689","ZP03","1","2015-04"
"128629","ZP03","2","2015-07"
"129390","ZP02","14","2015-07"
"130180","ZP02","42","2015-08"
"130180","ZP03","4","2015-03"
"130896","ZP02","12","2015-08"
"130896","ZP03","17","2015-07"
"132155","ZP02","9","2015-06"
"132338","ZP01","1","2015-07"
"132338","ZP02","23","2015-08"
"133204","ZP03","2","2015-08"
"134853","ZP03","3","2015-03"
"136367","ZP02","7","2015-08"
"137435","ZP02","1","2015-08"
"138224","ZP03","6","2015-07"
"138682","ZP02","6","2015-07"
"138682","ZP03","2","2015-08"
"139465","ZP03","7","2015-08"
"139849","ZP01","1","2015-01"
"139849","ZP02","49","2015-08"
"139849","ZP03","24","2015-08"
"140870","ZP02","49","2015-08"
"140870","ZP03","6","2015-08"
"142025","ZP03","3","2015-08"
"142643","ZP02","8","2015-03"
"142773","ZP03","73","2015-08"
"142936","ZP03","2","2015-08"
"143221","ZP03","6","2015-08"
"143470","ZP02","4","2015-08"
"143639","ZP02","42","2015-08"
"143639","ZP03","18","2015-08"
"143985","ZP02","2","2015-07"
"144719","ZP02","39","2015-08"
"144719","ZP03","12","2015-01"
"145743","ZP03","2","2015-05"
"146268","ZP03","3","2015-08"
"146880","ZP02","53","2015-08"
"146880","ZP03","62","2015-08"
"148951","ZP02","13","2015-08"
"149077","ZP03","4","2015-08"
"149812","ZP03","2","2015-08"
"149945","ZP03","7","2015-08"
"149958","ZP02","16","2015-08"
"149958","ZP03","7","2015-06"
"151101","ZP02","18","2015-08"
"151101","ZP03","17","2015-07"
"151399","ZP02","1","2015-05"
"154017","ZP02","20","2015-08"
"154017","ZP03","1","2015-05"
"154196","ZP02","9","2015-02"
"156820","ZP02","5","2015-08"
"156820","ZP03","1","2015-08"
"156938","ZP03","28","2015-08"
"156997","ZP02","10","2015-06"
"157609","ZP02","31","2015-08"
"157609","ZP03","44","2015-08"
"159278","ZP02","6","2015-06"
"159278","ZP03","8","2015-08"
"159591","ZP01","18","2015-08"
"159591","ZP02","115","2015-04"
"159591","ZP03","11","2015-08"
"159902","ZP02","7","2015-07"
"160054","ZP02","12","2015-07"
"160460","ZP02","22","2015-08"
"160460","ZP03","6","2015-08"
"160936","ZP01","9","2015-07"
"160936","ZP02","31","2015-08"
"160936","ZP03","2","2015-03"
"160984","ZP02","2","2015-04"
"161905","ZP02","4","2015-06"
"161905","ZP03","1","2015-03"
"162796","ZP03","11","2015-03"
"162837","ZP03","2","2015-07"
"163143","ZP02","31","2015-05"
"164093","ZP03","2","2015-07"
"165449","ZP03","1","2015-08"
"165883","ZP01","1","2015-01"
"166850","ZP03","23","2015-08"
"167050","ZP01","16","2015-08"
"167050","ZP03","15","2015-08"
"168704","ZP02","11","2015-08"
"169232","ZP03","20","2015-08"
"169233","ZP02","84","2015-08"
"169331","ZP02","13","2015-07"
"169331","ZP03","3","2015-02"
"170297","ZP03","16","2015-08"
"171145","ZP02","30","2015-08"
"172006","ZP02","4","2015-06"
"172833","ZP03","9","2015-01"
"174142","ZP03","4","2015-07"
"174419","ZP03","7","2015-07"
"174957","ZP01","8","2015-08"
"174957","ZP02","34","2015-08"
"174957","ZP03","35","2015-08"
"175080","ZP01","32","2015-08"
"175080","ZP02","33","2015-07"
"175080","ZP03","15","2015-08"
"176056","ZP02","12","2015-08"
"178360","ZP01","1","2015-06"
"181948","ZP03","1","2015-05"
"182821","ZP02","7","2015-03"
"187152","ZP02","1","2015-04"
"188076","ZP02","13","2015-08"
"188844","ZP01","15","2015-04"
"188844","ZP02","30","2015-08"
"188844","ZP03","31","2015-08"
"190297","ZP02","11","2015-08"
"193521","ZP02","11","2015-08"
"193521","ZP03","7","2015-07"
"194419","ZP02","3","2015-03"
"194670","ZP02","77","2015-08"
"194670","ZP03","97","2015-08"
"197211","ZP02","5","2015-08"
"197465","ZP02","2","2015-08"
"197722","ZP02","9","2015-08"
"198208","ZP02","8","2015-04"
"200996","ZP03","4","2015-07"
"203890","ZP02","3","2015-04"
"203890","ZP03","2","2015-03"
"203937","ZP02","82","2015-08"
"204424","ZP02","9","2015-08"
"205527","ZP03","27","2015-08"
"205958","ZP01","10","2015-06"
"205958","ZP02","24","2015-08"
"205958","ZP03","17","2015-08"
"206951","ZP02","1","2015-04"
"207162","ZP02","6","2015-07"
"207660","ZP03","4","2015-03"
"208503","ZP02","2","2015-01"
"209309","ZP03","1","2015-01"
"217231","ZP03","13","2015-08"
"217845","ZP03","6","2015-01"
"218456","ZP01","2","2015-02"
"218972","ZP02","7","2015-08"
"219138","ZP03","13","2015-01"
"219378","ZP02","46","2015-08"
"219378","ZP03","2","2015-06"
"219458","ZP02","8","2015-08"
"219517","ZP02","11","2015-05"
"219517","ZP03","7","2015-03"
"220203","ZP02","93","2015-08"
"220608","ZP02","5","2015-05"
"220867","ZP02","21","2015-08"
"220867","ZP03","22","2015-08"
"221283","ZP02","272","2015-08"
"221283","ZP03","39","2015-08"
"221347","ZP02","33","2015-08"
"221347","ZP03","13","2015-08"
"221623","ZP02","1","2015-02"
"222156","ZP02","16","2015-06"
"222156","ZP03","21","2015-08"
"222500","ZP02","8","2015-04"
"222681","ZP03","2","2015-07"
"226123","ZP03","10","2015-03"
"226591","ZP02","12","2015-02"
"226591","ZP03","6","2015-08"
"227595","ZP01","5","2015-07"
"227595","ZP02","16","2015-08"
"227611","ZP02","12","2015-08"
"228180","ZP02","61","2015-08"
"228915","ZP03","9","2015-08"
"228988","ZP01","2","2015-08"
"228988","ZP02","25","2015-08"
"229074","ZP03","35","2015-08"
"231500","ZP02","2","2015-04"
"232600","ZP03","1","2015-03"
"232918","ZP02","59","2015-08"
"232918","ZP03","52","2015-08"
"234227","ZP02","8","2015-08"
"234227","ZP03","2","2015-04"
"235458","ZP01","15","2015-08"
"235458","ZP02","46","2015-08"
"235458","ZP03","21","2015-07"
"239858","ZP02","7","2015-06"
"239873","ZP02","1","2015-05"
"239873","ZP03","2","2015-05"
"240820","ZP02","26","2015-08"
"242532","ZP03","1","2015-06"
"243433","ZP02","53","2015-08"
"243433","ZP03","22","2015-08"
"243606","ZP02","1","2015-03"
"243681","ZP02","133","2015-08"
"243844","ZP02","2","2015-07"
"244456","ZP03","3","2015-07"
"245181","ZP02","62","2015-07"
"246460","ZP01","31","2015-08"
"246460","ZP02","4","2015-08"
"246460","ZP03","8","2015-08"
"246590","ZP03","8","2015-08"
"246802","ZP03","2","2015-07"
"249790","ZP03","3","2015-08"
"252085","ZP02","82","2015-08"
"253821","ZP02","18","2015-08"
"253878","ZP02","80","2015-08"
"254344","ZP03","7","2015-08"
"254662","ZP02","10","2015-08"
"254662","ZP03","4","2015-08"
"254967","ZP02","5","2015-06"
"257646","ZP02","11","2015-06"
"258690","ZP01","4","2015-03"
"259204","ZP03","6","2015-07"
"260164","ZP02","13","2015-08"
"260186","ZP03","2","2015-08"
"261142","ZP02","1","2015-08"
"264017","ZP01","16","2015-06"
"264017","ZP03","15","2015-08"
"265717","ZP03","58","2015-08"
"266018","ZP01","14","2015-08"
"266018","ZP02","32","2015-08"
"266043","ZP02","19","2015-08"
"266043","ZP03","7","2015-06"
"266525","ZP01","110","2015-08"
"266525","ZP03","27","2015-08"
"267420","ZP02","3","2015-07"
"267420","ZP03","5","2015-05"
"267896","ZP03","5","2015-08"
"267899","ZP02","1","2015-08"
"269146","ZP02","9","2015-02"
"269687","ZP02","167","2015-08"
"269687","ZP03","36","2015-06"
"269858","ZP03","16","2015-02"
"273712","ZP02","15","2015-08"
"274154","ZP01","9","2015-02"
"274154","ZP02","6","2015-01"
"275328","ZP03","16","2015-08"
"275759","ZP02","3","2015-06"
"275759","ZP03","3","2015-05"
"279228","ZP02","1","2015-03"
"279904","ZP02","33","2015-04"
"281859","ZP02","5","2015-05"
"281859","ZP03","3","2015-05"
"281953","ZP02","13","2015-08"
"282212","ZP03","7","2015-01"
"284360","ZP03","26","2015-08"
"285294","ZP03","19","2015-08"
"286299","ZP03","2","2015-08"
"287851","ZP02","1","2015-08"
"287940","ZP02","6","2015-08"
"289622","ZP02","30","2015-08"
"289969","ZP03","2","2015-08"
"290514","ZP02","50","2015-08"
"290514","ZP03","23","2015-07"
"290982","ZP03","31","2015-02"
"291331","ZP02","9","2015-08"
"291331","ZP03","6","2015-08"
"292192","ZP02","50","2015-08"
"292771","ZP02","9","2015-04"
"294501","ZP01","4","2015-08"
"294658","ZP03","1","2015-08"
"294684","ZP03","6","2015-07"
"295637","ZP02","3","2015-01"
"297534","ZP03","4","2015-07"
"297941","ZP02","8","2015-08"
"299101","ZP03","81","2015-08"
"299654","ZP03","18","2015-08"
"300542","ZP03","6","2015-07"
"301776","ZP02","16","2015-08"
"302481","ZP03","7","2015-08"
"302683","ZP02","11","2015-07"
"302683","ZP03","22","2015-04"
"303107","ZP02","2","2015-03"
"303299","ZP01","33","2015-08"
"303299","ZP02","58","2015-08"
"303838","ZP02","9","2015-05"
"303838","ZP03","8","2015-08"
"304965","ZP03","11","2015-08"
"306740","ZP02","4","2015-03"
"306740","ZP03","6","2015-08"
"306816","ZP01","14","2015-08"
"306816","ZP03","51","2015-08"
"307607","ZP02","5","2015-08"
"307607","ZP03","7","2015-03"
"307914","ZP02","15","2015-06"
"307914","ZP03","6","2015-08"
"309331","ZP03","1","2015-05"
"309406","ZP02","17","2015-08"
"309406","ZP03","16","2015-08"
"309994","ZP01","14","2015-07"
"309994","ZP02","26","2015-08"
"309994","ZP03","6","2015-05"
"311041","ZP03","5","2015-04"
"313815","ZP03","22","2015-03"
"316602","ZP02","7","2015-08"
"316951","ZP03","5","2015-08"
"317519","ZP02","7","2015-03"
"319167","ZP03","1","2015-08"
"320195","ZP03","1","2015-06"
"322547","ZP02","40","2015-08"
"324506","ZP02","10","2015-06"
"324506","ZP03","4","2015-04"
"325217","ZP02","16","2015-06"
"325217","ZP03","18","2015-08"
"325700","ZP02","113","2015-08"
"325700","ZP03","14","2015-08"
"327071","ZP02","5","2015-07"
"327099","ZP01","5","2015-08"
"327099","ZP03","4","2015-08"
"327148","ZP03","6","2015-08"
"327442","ZP03","4","2015-08"
"328082","ZP02","23","2015-08"
"328467","ZP02","2","2015-05"
"329127","ZP02","4","2015-05"
"329140","ZP03","17","2015-08"
"330143","ZP03","4","2015-01"
"330842","ZP02","1","2015-07"
"330888","ZP02","9","2015-08"
"331774","ZP03","7","2015-08"
"332312","ZP02","1","2015-07"
"333738","ZP02","4","2015-07"
"334182","ZP02","6","2015-08"
"335881","ZP03","6","2015-08"
"338222","ZP02","5","2015-04"
"338432","ZP03","2","2015-06"
"338527","ZP02","19","2015-08"
"339514","ZP02","7","2015-08"
"339843","ZP02","109","2015-08"
"339843","ZP03","41","2015-08"
"340320","ZP03","6","2015-08"
"340955","ZP03","8","2015-08"
"348399","ZP02","16","2015-08"
"348938","ZP03","3","2015-08"
"350091","ZP02","128","2015-06"
"350091","ZP03","120","2015-06"
"350578","ZP01","214","2015-08"
"350578","ZP02","250","2015-08"
"350578","ZP03","18","2015-08"
"350948","ZP02","1","2015-05"
"351773","ZP03","7","2015-07"
"351774","ZP01","16","2015-08"
"351774","ZP02","39","2015-08"
"352030","ZP03","11","2015-08"
"352106","ZP02","38","2015-08"
"352106","ZP03","9","2015-01"
"352284","ZP02","27","2015-08"
"352284","ZP03","4","2015-03"
"352329","ZP02","17","2015-08"
"352329","ZP03","14","2015-08"
"353565","ZP02","4","2015-01"
"353565","ZP03","10","2015-08"
"354414","ZP02","11","2015-08"
"354414","ZP03","5","2015-05"
"354799","ZP03","6","2015-08"
"355074","ZP02","13","2015-08"
"355363","ZP03","2","2015-03"
"356254","ZP02","11","2015-07"
"356345","ZP02","10","2015-08"
"357138","ZP02","1","2015-01"
"357178","ZP02","3","2015-07"
"357178","ZP03","15","2015-03"
"358152","ZP02","17","2015-08"
"359890","ZP03","9","2015-08"
"359932","ZP01","2","2015-07"
"359932","ZP02","7","2015-08"
"360919","ZP02","16","2015-07"
"360919","ZP03","16","2015-08"
"361211","ZP01","1","2015-07"
"361565","ZP01","3","2015-05"
"361565","ZP02","38","2015-08"
"361565","ZP03","47","2015-08"
"363143","ZP02","6","2015-08"
"363950","ZP02","6","2015-03"
"363955","ZP02","28","2015-06"
"364243","ZP02","49","2015-08"
"364243","ZP03","9","2015-08"
"366884","ZP03","2","2015-08"
"367776","ZP02","41","2015-08"
"367776","ZP03","24","2015-08"
"368539","ZP02","38","2015-08"
"368539","ZP03","12","2015-05"
"368595","ZP01","12","2015-08"
"368595","ZP03","8","2015-05"
"369626","ZP02","3","2015-08"
"369981","ZP02","445","2015-08"
"375882","ZP01","5","2015-08"
"375882","ZP02","19","2015-08"
"377108","ZP01","5","2015-05"
"377658","ZP03","8","2015-08"
"380336","ZP03","4","2015-03"
"380540","ZP02","10","2015-03"
"381598","ZP03","1","2015-06"
"384040","ZP02","3","2015-06"
"385109","ZP02","16","2015-07"
"385109","ZP03","6","2015-04"
"386193","ZP01","18","2015-08"
"386193","ZP02","16","2015-06"
"388055","ZP03","25","2015-08"
"389185","ZP02","6","2015-06"
"389205","ZP02","7","2015-08"
"389205","ZP03","3","2015-08"
"390968","ZP02","170","2015-08"
"391795","ZP02","8","2015-08"
"394265","ZP02","1","2015-06"
"394387","ZP02","8","2015-08"
"396297","ZP01","20","2015-07"
"396297","ZP02","25","2015-08"
"396422","ZP03","5","2015-08"
"399741","ZP01","2","2015-08"
"399741","ZP02","51","2015-08"
"399741","ZP03","22","2015-08"
"402850","ZP02","13","2015-08"
"402850","ZP03","3","2015-04"
"403601","ZP02","44","2015-07"
"403601","ZP03","3","2015-05"
"403809","ZP02","3","2015-06"
"403809","ZP03","13","2015-08"
"403822","ZP01","1","2015-06"
"403822","ZP02","33","2015-08"
"403822","ZP03","4","2015-04"
"403998","ZP02","54","2015-08"
"403998","ZP03","36","2015-03"
"404233","ZP03","8","2015-08"
"404461","ZP02","5","2015-07"
"404461","ZP03","1","2015-03"
"404476","ZP03","4","2015-04"
"405085","ZP02","17","2015-07"
"405406","ZP03","4","2015-06"
"406442","ZP02","21","2015-08"
"406826","ZP03","4","2015-08"
"407078","ZP01","3","2015-02"
"407078","ZP03","1","2015-04"
"407608","ZP03","18","2015-08"
"407736","ZP02","4","2015-08"
"408907","ZP02","109","2015-08"
"409751","ZP03","4","2015-03"
"411007","ZP02","58","2015-08"
"411199","ZP03","7","2015-07"
"411385","ZP02","1","2015-08"
"411804","ZP02","16","2015-08"
"412125","ZP03","11","2015-08"
"412358","ZP03","3","2015-08"
"412491","ZP01","1","2015-07"
"413132","ZP02","5","2015-04"
"413132","ZP03","1","2015-03"
"413157","ZP02","2","2015-06"
"414668","ZP03","2","2015-05"
"414905","ZP01","8","2015-08"
"414905","ZP02","76","2015-08"
"414905","ZP03","12","2015-08"
"415178","ZP02","2","2015-06"
"415744","ZP01","8","2015-08"
"416688","ZP02","3","2015-06"
"417434","ZP03","5","2015-04"
"418030","ZP02","2","2015-08"
"418030","ZP03","1","2015-03"
