"EID","TYPECODE","LAWDATE","LAWAMOUNT"
"100274","101093936","2015-05-01","22100"
"100274","104247472","2015-07-01","20000"
"100274","108921627","2015-07-01","20000"
"100274","111397905","2015-07-01","20000"
"100274","101093938","2015-05-01","50000"
"100274","104115794","2015-07-01","13100"
"102558","99304565","2014-11-01","2852600"
"106694","104115620","2015-07-01","30000"
"109649","61121010","2012-12-01","41700"
"110163","108912210","2015-07-01","1543600"
"110163","99058068","2015-02-01","1543600"
"114839","102425009","2015-06-01","0"
"115044","69035423","2013-01-01","13957800"
"115044","69035549","2013-01-01","262600"
"116712","87813232","2014-09-01","84000"
"116712","91876004","2014-09-01","84000"
"116712","93759649","2014-07-01","37500"
"116712","85069212","2014-08-01","112500"
"116712","85063004","2014-07-01","150000"
"116712","83483974","2014-07-01","37500"
"120366","75020276","2013-12-01","25600"
"120366","80297027","2013-12-01","25600"
"122953","81437958","2014-06-01","1900"
"123026","105406495","2015-07-01","114900"
"123026","107210277","2015-07-01","114900"
"123026","104288795","2015-07-01","114900"
"123026","113040528","2015-07-01","114900"
"123026","111974685","2015-07-01","114900"
"123026","112129694","2015-07-01","114900"
"131411","60950680","2012-12-01","18800"
"134238","13998709","2014-07-01","1008800"
"134238","84948129","2014-07-01","1008800"
"138434","99274217","2015-03-01","64000"
"138434","107683419","2015-03-01","21900"
"138434","107683424","2015-03-01","64000"
"138434","108957589","2015-04-01","29200"
"138434","98082235","2015-01-01","98500"
"138434","99274215","2015-03-01","21900"
"138434","99636139","2015-04-01","29200"
"138434","107683463","2015-03-01","22500"
"138434","107683459","2015-03-01","89000"
"138434","99274227","2015-03-01","85700"
"138434","107683468","2015-03-01","85700"
"138434","99274219","2015-03-01","89000"
"138434","99274224","2015-03-01","22500"
"138434","99636137","2015-04-01","28700"
"138434","107682955","2015-01-01","98500"
"138434","83573429","2014-05-01","38000"
"138434","73394387","2013-08-01","102800"
"139252","73368711","2013-11-01","60000"
"143639","61854578","2013-05-01","4500"
"143639","61854576","2013-05-01","3800"
"143639","62083003","2013-05-01","2300"
"143639","62083283","2013-05-01","1800"
"143639","67767168","2013-08-01","500"
"143639","67766565","2013-08-01","400"
"143639","67767171","2013-08-01","400"
"143639","67910756","2013-06-01","3000"
"143639","97818639","2014-08-01","11500"
"143639","99028988","2014-04-01","760000"
"143639","79317769","2014-04-01","760000"
"143639","75022521","2013-12-01","217100"
"143639","91712481","2014-08-01","11500"
"143639","87436430","2014-08-01","11500"
"143653","60053674","2013-01-01","12800"
"145778","76453706","2013-12-01","18100"
"145778","105317612","2015-07-01","18400"
"145778","104980419","2015-07-01","18400"
"145778","108956245","2015-07-01","18400"
"145778","91812607","2014-07-01","19500"
"145778","96506993","2015-01-01","18100"
"149566","93760290","2014-10-01","20000"
"156997","68733695","2013-07-01","0"
"156997","67902319","2013-07-01","12300"
"159579","68738400","2013-08-01","2800"
"159579","101820856","2015-05-01","2800"
"165439","112419611","2015-08-01","200000"
"165439","105252933","2015-08-01","200000"
"167050","42227548","2012-09-01","9400"
"167082","73368709","2013-11-01","28400"
"167986","87434609","2014-04-01","53900"
"167986","91707109","2014-04-01","53900"
"167986","97808271","2014-04-01","53900"
"168704","80301304","2014-01-01","500"
"168704","75023389","2014-01-01","500"
"172256","73353118","2013-10-01","25900"
"173393","73370123","2013-10-01","246200"
"173393","42651481","2012-10-01","363400"
"173393","103043626","2015-06-01","0"
"173393","85043524","2014-03-01","147000"
"173393","76431524","2014-03-01","147000"
"173393","60708302","2013-02-01","579600"
"173393","75613183","2014-01-01","437600"
"173393","60708073","2013-02-01","576400"
"173393","97805848","2014-03-01","147000"
"173393","99045895","2015-01-01","0"
"173393","86283126","2014-01-01","300000"
"173393","99045879","2015-01-01","0"
"184688","43781252","2012-11-01","370000"
"184688","43783446","2012-11-01","370000"
"190702","81478767","2014-06-01","17400"
"190702","97781538","2014-06-01","17400"
"190702","104417695","2015-07-01","17300"
"190702","81478790","2014-06-01","63600"
"190702","97781544","2014-06-01","63600"
"190702","105269690","2015-07-01","17300"
"190702","104417674","2015-07-01","63000"
"195463","60636138","2013-02-01","186900"
"195463","60913834","2013-03-01","186900"
"196002","73323746","2013-08-01","168600"
"196853","85066590","2014-08-01","186500"
"196853","91758062","2014-08-01","186500"
"199228","75024839","2013-11-01","22100"
"200277","85073129","2014-08-01","751900"
"204619","97786487","2014-11-01","14500"
"204619","108752949","2015-04-01","92700"
"204619","98091741","2015-02-01","289100"
"204619","97927258","2015-03-01","3000"
"204619","75076037","2014-01-01","183900"
"204619","72849331","2013-12-01","183900"
"204619","85059360","2014-05-01","418800"
"204619","92555159","2014-11-01","23000"
"204619","100384868","2015-04-01","92700"
"204619","97927257","2015-03-01","3000"
"204619","97786502","2014-11-01","10500"
"204619","97786494","2014-11-01","15000"
"205527","90836899","2013-12-01","9600"
"205527","85293405","2013-12-01","9600"
"205527","102501071","2015-06-01","1519500"
"205527","69285145","2012-11-01","3300"
"210983","83482830","2014-07-01","0"
"215538","67689753","2013-08-01","13800"
"215892","102623004","2014-12-01","220000"
"215892","93696795","2014-12-01","220000"
"219458","42713043","2012-10-01","15535400"
"219458","93761715","2014-12-01","493200"
"219458","83517217","2014-04-01","22400"
"219458","96486918","2015-01-01","18200"
"219458","81337101","2014-05-01","50200"
"219458","75022858","2013-12-01","538400"
"219458","81305423","2013-12-01","538400"
"219458","105739563","2015-08-01","810500"
"219458","85054821","2014-03-01","18500"
"219458","101240912","2015-05-01","698300"
"219458","60906807","2013-01-01","534200"
"219458","61788595","2013-05-01","1150000"
"219458","67878061","2013-10-01","534200"
"219458","42350691","2012-09-01","252400"
"219458","42351363","2012-09-01","252400"
"219458","74373068","2014-02-01","640000"
"219458","98103576","2015-02-01","429300"
"219863","85055204","2014-07-01","22800"
"221455","106790472","2015-08-01","386200"
"222500","99088244","2015-03-01","37500"
"226422","43022073","2012-09-01","532700"
"228372","67673779","2013-08-01","945500"
"231500","75003718","2013-12-01","90900"
"231500","44012717","2012-09-01","17000"
"231500","44012640","2012-11-01","16700"
"233534","102354512","2015-05-01","21600"
"233534","102354732","2015-06-01","8100"
"233534","102071594","2015-05-01","21600"
"233534","102700433","2015-05-01","21600"
"233534","85075936","2014-08-01","78100"
"233534","85063968","2014-07-01","73300"
"235349","61668700","2013-05-01","641300"
"235458","42403776","2012-09-01","30700"
"235458","42404145","2012-09-01","16500"
"237731","66087489","2013-06-01","50800"
"238818","104414619","2015-07-01","30800"
"238818","108952197","2015-07-01","30800"
"239858","61289904","2013-03-01","263600"
"239858","109042982","2015-05-01","854700"
"239858","108948563","2014-12-01","11100"
"239858","93694480","2014-12-01","3600"
"239858","101818234","2015-05-01","854700"
"239858","93877143","2014-12-01","11100"
"243821","63893848","2013-08-01","6600"
"243821","63971287","2013-08-01","14100"
"243821","63894225","2013-08-01","6700"
"243821","104866408","2015-05-01","0"
"243821","67904289","2013-06-01","400"
"243821","67904297","2013-06-01","400"
"243821","67904295","2013-06-01","400"
"243821","67904293","2013-06-01","2900"
"243821","67904291","2013-06-01","700"
"243821","67904287","2013-06-01","3400"
"243821","62048274","2013-04-01","4100"
"243821","62051017","2013-04-01","400"
"243821","62050950","2013-04-01","400"
"243821","62048442","2013-04-01","400"
"243821","60740989","2013-03-01","700"
"243821","63892922","2013-08-01","3800"
"243821","63894712","2013-08-01","14100"
"243821","64021401","2013-08-01","11300"
"243821","73401577","2013-11-01","113400"
"243821","60741267","2013-03-01","2900"
"243821","60740716","2013-03-01","400"
"243821","63921467","2013-08-01","2600"
"243821","64020329","2013-08-01","14500"
"243821","60741540","2013-03-01","4200"
"243821","63894064","2013-08-01","4400"
"243821","60738284","2013-03-01","400"
"243821","63893592","2013-08-01","25300"
"243821","60741013","2013-03-01","1200"
"243821","63957349","2013-08-01","6200"
"243821","63893457","2013-08-01","3600"
"243821","60744847","2013-03-01","400"
"243821","60740626","2013-03-01","400"
"243821","60739322","2013-03-01","700"
"243821","64021582","2013-08-01","32400"
"243821","64020749","2013-08-01","7400"
"243821","60741932","2013-03-01","700"
"243821","60739071","2013-03-01","1100"
"243821","60739903","2013-03-01","700"
"243821","63965496","2013-08-01","6900"
"243821","63920158","2013-08-01","3400"
"243821","63892577","2013-08-01","3400"
"243821","63921314","2013-08-01","13400"
"243821","60744643","2013-03-01","400"
"243821","63921801","2013-08-01","13600"
"243821","64022063","2013-08-01","14600"
"243821","63893128","2013-08-01","3000"
"243821","63920651","2013-08-01","4000"
"243821","60740406","2013-03-01","4100"
"243821","60740233","2013-03-01","3400"
"243821","64024786","2013-08-01","3000"
"243821","64011201","2013-08-01","9200"
"243821","64014839","2013-08-01","7100"
"243821","62088599","2013-06-01","117300"
"243821","63921583","2013-08-01","4200"
"243821","63894542","2013-08-01","7200"
"243821","64018547","2013-08-01","6300"
"243821","60738753","2013-03-01","400"
"243821","64020994","2013-08-01","8300"
"243821","63956719","2013-08-01","10000"
"243821","64010246","2013-08-01","8100"
"243821","79286600","2014-03-01","117300"
"243821","60741241","2013-03-01","2900"
"243821","60747740","2013-03-01","4200"
"245185","43203045","2012-11-01","27800"
"245185","105265166","2015-07-01","5200"
"245185","104790943","2015-07-01","500"
"245185","44150438","2012-12-01","7300"
"245185","72985628","2013-12-01","690800"
"245185","104415762","2015-07-01","5200"
"245185","100178815","2015-03-01","78900"
"245185","75065224","2014-02-01","4000"
"245185","80321531","2013-12-01","690800"
"245185","75064598","2014-01-01","20700"
"245185","81331422","2014-05-01","176400"
"245185","80317895","2014-01-01","20700"
"247309","105249919","2015-05-01","120700"
"247309","104470285","2015-05-01","120700"
"247515","92714056","2014-09-01","1855600"
"247515","97523455","2015-02-01","2027700"
"257646","98097226","2015-02-01","100700"
"257646","76440756","2014-01-01","495600"
"259204","66086004","2013-05-01","0"
"259204","62157849","2013-06-01","158700"
"262626","60606926","2013-02-01","11000"
"262626","60606270","2012-12-01","9000"
"272235","108984932","2015-04-01","6800"
"272235","99913941","2015-04-01","6800"
"273471","88265192","2014-10-01","13900"
"273471","85037131","2014-08-01","75100"
"273471","88265915","2014-10-01","25200"
"274154","100499744","2015-04-01","30200"
"274154","110617277","2015-05-01","192700"
"274154","112421858","2015-04-01","30200"
"274154","101889188","2015-05-01","192700"
"274154","100499746","2015-04-01","302400"
"274615","67904234","2013-07-01","307300"
"276148","81333708","2014-04-01","1200"
"276148","81333735","2014-04-01","9300"
"276148","81333719","2014-04-01","3600"
"276148","81333710","2014-04-01","5500"
"276148","81333724","2014-04-01","1200"
"276148","81333722","2014-04-01","6200"
"276148","81333704","2014-04-01","5600"
"276148","81333717","2014-04-01","600"
"276148","81333715","2014-04-01","2500"
"276148","81333706","2014-04-01","1500"
"276148","81333712","2014-04-01","1200"
"277752","110591625","2015-06-01","33000"
"277752","105939094","2015-06-01","33000"
"281798","106926355","2015-08-01","322800"
"281798","109176883","2015-08-01","322800"
"281798","74996606","2014-01-01","1781600"
"281798","73325564","2013-07-01","1781600"
"282259","61244333","2013-04-01","6577000"
"282612","100644226","2015-04-01","139300"
"282612","91743211","2014-09-01","1400000"
"282612","98908692","2015-03-01","590000"
"283241","68408046","2013-07-01","1734700"
"285565","43456021","2012-11-01","54600"
"292771","72986607","2013-12-01","7600"
"299469","76453772","2013-12-01","11600"
"299469","85070113","2014-08-01","9200"
"307607","60128547","2013-01-01","25200"
"308785","100988952","2015-05-01","8500000"
"310990","60503993","2013-02-01","1000"
"310990","87436211","2014-07-01","10600"
"310990","108951115","2015-08-01","17000"
"310990","112179310","2015-06-01","18800"
"310990","106297896","2015-08-01","17000"
"310990","91711616","2014-07-01","10600"
"310990","85044913","2014-05-01","6300"
"310990","91710944","2014-07-01","800"
"314549","60047692","2012-12-01","20200"
"316602","97888489","2015-01-01","15600"
"318278","81334973","2013-10-01","22200"
"318278","81334982","2013-10-01","111800"
"318278","81334975","2013-10-01","22500"
"318278","81334986","2013-10-01","123200"
"318278","81334985","2013-10-01","27100"
"318278","81334991","2013-10-01","111800"
"318278","81334989","2013-10-01","6100"
"318278","81334977","2013-10-01","151200"
"318278","81334979","2013-10-01","135900"
"318278","81334993","2013-10-01","111800"
"318278","109044468","2015-06-01","111800"
"318278","109044481","2015-06-01","111800"
"318278","109044501","2015-06-01","111800"
"318278","109044543","2015-06-01","22200"
"318278","108959199","2015-06-01","123200"
"318278","108959191","2015-06-01","6100"
"318278","108959206","2015-06-01","135900"
"318278","108959210","2015-06-01","22500"
"318278","108959218","2015-06-01","27100"
"325378","110337059","2015-07-01","1210000"
"325378","104414368","2015-07-01","1210000"
"325378","91741826","2014-09-01","118600"
"325401","76459059","2014-03-01","57700"
"325401","107683790","2015-05-01","107900"
"325401","85059085","2014-03-01","57700"
"325401","101489082","2015-05-01","107900"
