EID,BTEID,IFHOME,BTBL,BTYEAR,BTENDYEAR,TZ_CNT,TZ_INHOME_CNT,TZ_OUTHOME_CNT,TZ_INHOME_RATE,TZ_OUTHOME_RATE,TZ_CLOSE_CNT,TZ_OPEN_CNT,TZ_CLOSE_RATE,TZ_OPEN_RATE,TZ_BTBL_AVG,TZ_QY_FIRST_TIME,TZ_QY_END_TIME,TZ_FIRST_CLOSE_TIME
196818.0,[707101  77276],[1 1],[ 0.137  0.216],[2014 2014],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.1765,2014-01,2014-01,2018-01
98522.0,[677433 669020],[1 0],[ 0.19  0.  ],[2015 2015],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.095,2015-01,2015-01,2018-01
295130.0,[377017  12098],[1 1],[ 0.825  1.   ],[2010 2002],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.9125,2010-01,2002-01,2018-01
327902.0,[696862],[1],[ 0.4],[2002],[ 2007.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.4,2002-01,2002-01,2007-01
32990.0,[731458 671048 634445],[0 0 1],[ 0.1   1.    0.45],[2013 2015 2015],[ 2018.  2018.  2018.],3,1,2,0.3333333333333333,0.6666666666666666,0,3,0.0,1.0,0.5166666666666667,2013-01,2015-01,2018-01
131294.0,[630818],[0],[ 0.51],[2011],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.51,2011-01,2011-01,2018-01
524512.0,[508104],[1],[ 0.99],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.99,2014-01,2014-01,2018-01
65759.0,[713411 689608],[0 1],[ 1.  1.],[2011 2014],[ 2011.  2018.],2,1,1,0.5,0.5,1,1,0.5,0.5,1.0,2011-01,2014-01,2011-01
295141.0,[715446],[1],[ 1.],[1994],[ 2008.],1,1,0,1.0,0.0,1,0,1.0,0.0,1.0,1994-01,1994-01,2008-01
65771.0,[727419 702382],[1 0],[ 1.  1.],[2010 2010],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,1.0,2010-01,2010-01,2018-01
65772.0,[687317 679586 676381 638818],[0 0 0 1],[ 0.01  0.49  0.15  0.51],[2011 2011 2009 2014],[ 2018.  2018.  2018.  2018.],4,1,3,0.25,0.75,0,4,0.0,1.0,0.29000000000000004,2011-01,2014-01,2018-01
131308.0,[729000],[1],[ 0.085],[2009],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.085,2009-01,2009-01,2018-01
327918.0,[677035 654679 628530 442617 280767],[0 1 1 1 1],[ 1.   1.   0.1  0.8  1. ],[2000 1994 2005 2000 2010],[ 2018.  2018.  2009.  2018.  2018.],5,4,1,0.8,0.2,1,4,0.2,0.8,0.78,2000-01,2010-01,2018-01
360687.0,[678276],[0],[ 0.541],[2008],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.541,2008-01,2008-01,2018-01
131311.0,[738314 723584 722496 636112 628507 138563],[0 1 1 0 1 1],[ 0.177  0.11   0.294  0.01   0.049  0.6  ],[2014 2004 2014 2013 2014 2014],[ 2018.  2018.  2018.  2018.  2018.  2018.],6,4,2,0.6666666666666666,0.3333333333333333,0,6,0.0,1.0,0.20666666666666667,2014-01,2014-01,2018-01
229617.0,[643873],[0],[ 0.064],[2013],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.064,2013-01,2013-01,2018-01
295152.0,[720938 690316 688358 682170],[0 0 0 0],[ 1.  1.  1.  1.],[2015 2015 2015 2015],[ 2018.  2018.  2018.  2018.],4,0,4,0.0,1.0,0,4,0.0,1.0,1.0,2015-01,2015-01,2018-01
229616.0,[714632 668011],[0 0],[ 0.7  0.9],[2004 2014],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,0.8,2004-01,2014-01,2018-01
262388.0,[709030 706977 464147],[1 0 1],[ 0.2    0.085  0.067],[2002 2008 2005],[ 2007.  2018.  2018.],3,2,1,0.6666666666666666,0.3333333333333333,1,2,0.3333333333333333,0.6666666666666666,0.11733333333333335,2002-01,2005-01,2007-01
196853.0,[734906 731566 672502 642695 634116],[0 0 0 0 0],[ 0.1   0.01  0.01  0.1   0.1 ],[2011 2011 2011 2011 2011],[ 2018.  2018.  2018.  2018.  2018.],5,0,5,0.0,1.0,0,5,0.0,1.0,0.064,2011-01,2011-01,2018-01
262389.0,[171950],[1],[ 1.],[2006],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,2006-01,2006-01,2018-01
327926.0,[666045 657605 219411],[0 1 1],[ 1.     0.029  1.   ],[2011 2010 2012],[ 2018.  2018.  2018.],3,2,1,0.6666666666666666,0.3333333333333333,0,3,0.0,1.0,0.6763333333333333,2011-01,2012-01,2018-01
196854.0,[731808 665187],[0 0],[ 0.4  0.2],[2005 2002],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,0.30000000000000004,2005-01,2002-01,2018-01
98551.0,[689441 325394 298535],[0 1 1],[ 0.952  0.952  0.952],[2014 2013 2013],[ 2018.  2018.  2018.],3,2,1,0.6666666666666666,0.3333333333333333,0,3,0.0,1.0,0.9520000000000001,2014-01,2013-01,2018-01
524534.0,[686553],[1],[ 0.5],[2002],[ 2008.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.5,2002-01,2002-01,2008-01
327924.0,[722577 436373],[1 1],[ 0.003  0.5  ],[2013 2015],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.2515,2013-01,2015-01,2018-01
327927.0,[666842],[1],[ 0.333],[2013],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.33299999999999996,2013-01,2013-01,2018-01
253.0,[731534],[1],[ 0.7],[2004],[ 2011.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.7,2004-01,2004-01,2011-01
393462.0,[740344 459355],[0 1],[ 1.    0.99],[2014 2009],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.995,2014-01,2009-01,2018-01
459008.0,[726929 707484 701350 134023  91814],[0 1 0 1 1],[ 1.     0.65   0.698  0.605  0.604],[2011 2010 2005 2007 2011],[ 2018.  2018.  2018.  2018.  2018.],5,3,2,0.6,0.4,0,5,0.0,1.0,0.7114,2011-01,2011-01,2018-01
196865.0,[734989 520528],[1 1],[ 0.4  0.5],[2014 2013],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.45,2014-01,2013-01,2018-01
491782.0,[650870],[0],[ 0.075],[2000],[ 2004.],1,0,1,0.0,1.0,1,0,1.0,0.0,0.075,2000-01,2000-01,2004-01
262408.0,[671014],[0],[ 0.923],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.9229999999999999,2014-01,2014-01,2018-01
229641.0,[735651 721346 719323 693563 681888 667341 171224 162255 139010   9638],[0 1 0 0 0 0 1 1 1 1],[ 0.9    0.5    0.4    0.7    0.4    0.1    0.333  0.325  0.2    0.5  ],[2012 2012 2011 2012 2011 2011 2013 2014 2005 2005],[ 2018.  2018.  2014.  2018.  2018.  2018.  2018.  2018.  2018.  2018.],10,5,5,0.5,0.5,1,9,0.1,0.9,0.4358000000000001,2012-01,2005-01,2018-01
196872.0,[677174],[1],[ 0.75],[2004],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.75,2004-01,2004-01,2018-01
65803.0,[728298 347894],[1 1],[ 0.333  0.25 ],[2001 2013],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.2915,2001-01,2013-01,2018-01
164108.0,[651335],[1],[ 0.49],[2010],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.49,2010-01,2010-01,2018-01
524558.0,[651914],[1],[ 0.5],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,2014-01,2014-01,2018-01
65807.0,[659883 626681],[0 0],[ 0.008  0.031],[2015 2015],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,0.0195,2015-01,2015-01,2018-01
98578.0,"[739858 732246 730494 722836 719770 719490 717244 716022 711336 689536
 681639 671767 664689 662040 657959 657892 647544 644921 630042 626585
 625665 623941 195256]",[0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1],"[ 0.191  0.6    1.     0.879  0.5    1.     1.     0.49   1.     1.     0.988
  1.     0.5    1.     0.6    1.     1.     1.     1.     1.     1.     0.3
  1.   ]","[2007 2003 2006 2013 2008 2011 2001 2012 2005 1994 2012 2004 2013 2004 2011
 2012 2014 2013 2003 2013 2000 2004 1994]","[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2014.  2018.  2018.]",23,6,17,0.2608695652173913,0.7391304347826086,1,22,0.043478260869565216,0.9565217391304348,0.8281739130434783,2007-01,1994-01,2018-01
524563.0,[702157 701136 643959 633352],[0 0 0 0],[ 1.  1.  1.  1.],[2015 2015 2010 2015],[ 2018.  2018.  2018.  2018.],4,0,4,0.0,1.0,0,4,0.0,1.0,1.0,2015-01,2015-01,2018-01
164116.0,[690502],[0],[ 0.66],[2013],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.66,2013-01,2013-01,2018-01
295189.0,[723652 716304 675153 664158 650500 627775 359237],[0 1 1 0 0 1 1],[ 0.8    0.5    0.5    0.8    0.983  0.8    0.95 ],[2013 2001 2001 2003 2007 2005 2001],[ 2018.  2018.  2018.  2006.  2018.  2018.  2018.],7,4,3,0.5714285714285714,0.42857142857142855,1,6,0.14285714285714285,0.8571428571428571,0.7618571428571429,2013-01,2001-01,2018-01
426264.0,[733833],[1],[ 0.1],[2000],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.1,2000-01,2000-01,2018-01
491801.0,[722361 705172],[1 1],[ 0.25   0.333],[2015 2015],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.2915,2015-01,2015-01,2018-01
524572.0,[392205],[1],[ 1.],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,2015-01,2015-01,2018-01
393500.0,[738262 720737 363493],[0 0 1],[ 0.333  0.035  0.894],[2002 2001 1997],[ 2005.  2006.  2018.],3,1,2,0.3333333333333333,0.6666666666666666,2,1,0.6666666666666666,0.3333333333333333,0.4206666666666667,2002-01,1997-01,2005-01
459040.0,[642377],[1],[ 0.51],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.51,2015-01,2015-01,2018-01
393504.0,[320037],[1],[ 0.667],[2001],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.667,2001-01,2001-01,2018-01
65824.0,[715995 709603 653166 460199  77597],[1 1 1 1 1],[ 0.6  0.8  0.8  0.6  0.6],[2004 2001 2002 2005 2003],[ 2018.  2018.  2018.  2018.  2018.],5,5,0,1.0,0.0,0,5,0.0,1.0,0.68,2004-01,2003-01,2018-01
524580.0,"[739703 739103 737328 737311 734725 717039 715292 711774 707425 704584
 703350 703197 701897 697854 679258 670552 665177 648616 646548 643450
 638808 638647 631306 629643 627516 450150 433966 420549 400897 392835
 392128 390637 389265 340999 267197 248072 212673 212194 204462 203383
 193602  63195  41516]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1]","[ 1.     1.     0.481  0.139  1.     1.     0.277  0.75   0.898  1.     0.426
  1.     0.248  0.978  1.     0.8    0.533  0.34   1.     0.75   0.8    1.
  1.     0.115  1.     0.5    1.     1.     1.     0.037  1.     1.     1.
  0.054  1.     1.     1.     1.     1.     0.1    1.     1.     0.5  ]","[1989 2008 2001 1994 1984 1985 2003 1993 1992 1986 2001 1993 1995 1984 1992
 1997 2002 2006 2013 2002 1998 1986 1982 1988 1993 2005 1992 1991 2000 1999
 1989 1992 1989 2001 1997 2004 2007 1981 1993 1980 1981 2009 2002]","[ 2009.  2018.  2018.  2018.  2018.  2018.  2008.  2018.  2009.  2012.
  2011.  2018.  2011.  2018.  2012.  2014.  2018.  2018.  2018.  2010.
  2018.  2018.  2008.  2018.  2009.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.]",43,43,0,1.0,0.0,11,32,0.2558139534883721,0.7441860465116279,0.7610697674418604,1989-01,2002-01,2009-01
393510.0,[680592 661397],[0 1],[ 0.1    0.167],[2006 2003],[ 2018.  2018.],2,1,1,0.5,0.5,0,2,0.0,1.0,0.1335,2006-01,2003-01,2018-01
164135.0,[634760],[1],[ 0.5],[2007],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,2007-01,2007-01,2018-01
65835.0,"[726337 720058 716650 712642 693951 673916 673207 672908 662154 639641
 636983 633741 408987 299278  84250]",[0 0 1 0 0 1 0 0 0 0 1 0 1 1 1],"[ 0.9    0.9    0.99   0.9    0.019  0.9    0.9    0.9    0.51   0.9    0.9
  0.9    0.49   0.1    1.   ]",[2012 2010 2015 2015 2015 2010 2011 2009 2015 2012 2015 2011 2014 2015 2015],"[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.  2018.  2018.]",15,6,9,0.4,0.6,0,15,0.0,1.0,0.7472666666666667,2012-01,2015-01,2018-01
393516.0,[686667],[1],[ 0.7],[1994],[ 2011.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.7,1994-01,1994-01,2011-01
229677.0,[518187],[1],[ 0.053],[2010],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.053,2010-01,2010-01,2018-01
524590.0,[664175 369916],[1 1],[ 0.48  0.4 ],[1994 2014],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.44,1994-01,2014-01,2018-01
229680.0,[638993],[0],[ 1.],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2015-01,2015-01,2018-01
196912.0,[671569],[0],[ 0.091],[2012],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.091,2012-01,2012-01,2018-01
131380.0,[656914 319841  93088],[1 1 1],[ 1.  1.  1.],[1994 2010 2010],[ 2011.  2018.  2018.],3,3,0,1.0,0.0,1,2,0.3333333333333333,0.6666666666666666,1.0,1994-01,2010-01,2011-01
491830.0,[712194],[1],[ 1.],[1999],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1999-01,1999-01,2018-01
164151.0,[73549],[1],[ 0.3],[2004],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.3,2004-01,2004-01,2018-01
360760.0,"[737156 724592 710372 684538 677276 672246 671343 665456 665417 664574
 663291 656567 655331 644687 642860 640961 633998 626034 623668 365890
 338213 187920 153871  33235]",[1 0 0 0 1 0 1 1 1 0 0 0 1 0 1 1 0 0 0 1 1 1 1 1],"[ 0.4    0.7    0.55   0.65   0.75   0.8    0.6    0.55   0.6    0.499
  0.58   1.     0.671  0.667  0.51   0.5    0.292  0.4    0.7    0.381  0.6
  1.     0.8    0.51 ]","[2014 2014 2014 2005 2011 2014 2003 2012 2011 2014 2014 2015 2015 2015 2015
 2011 2013 2013 2015 2013 2013 2014 2012 2010]","[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.  2018.]",24,13,11,0.5416666666666666,0.4583333333333333,0,24,0.0,1.0,0.6129166666666667,2014-01,2010-01,2018-01
33081.0,[678140  12459],[1 1],[ 0.1  0. ],[2001 2001],[ 2007.  2018.],2,2,0,1.0,0.0,1,1,0.5,0.5,0.05,2001-01,2001-01,2007-01
196923.0,"[738296 733076 729745 713870 691728 675803 673292 650119 647195 643967
 361277 279577]",[0 1 1 1 0 0 1 0 0 1 1 1],"[ 0.653  1.     0.083  1.     0.51   1.     1.     0.964  0.54   0.2    1.
  0.5  ]",[1999 1993 1994 1983 1986 2001 2000 2002 2000 2007 2008 1991],"[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.]",12,7,5,0.5833333333333334,0.4166666666666667,0,12,0.0,1.0,0.7041666666666666,1999-01,1991-01,2018-01
229692.0,[664947],[1],[ 1.],[1993],[ 2013.],1,1,0,1.0,0.0,1,0,1.0,0.0,1.0,1993-01,1993-01,2013-01
319.0,"[738443 736168 720766 718533 713181 698274 696243 687415 681292 680013
 676258 674299 670780 664086 661181 658694 648968 648046 638521 635506
 629347 629168 628429 505118 475673 424474 379728 216061  64416  61806
  54232  20400  18310]",[0 1 0 0 0 0 1 0 1 1 1 0 0 0 1 0 1 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1],"[ 0.233  0.9    1.     0.094  0.721  0.722  0.535  0.168  1.     0.3    0.25
  1.     0.398  0.8    0.091  0.152  0.41   0.833  0.152  1.     0.212
  0.304  1.     0.254  1.     0.42   0.599  1.     1.     0.2    0.25
  0.451  0.444]","[1993 2001 2014 2000 2013 2007 1993 2009 1985 2012 2014 1990 1997 2006 2001
 1997 1983 2012 2012 1985 1984 1992 1985 2003 1989 2009 2014 2012 1982 2005
 2013 1994 2012]","[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.  2014.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.]",33,18,15,0.5454545454545454,0.45454545454545453,1,32,0.030303030303030304,0.9696969696969697,0.5422121212121213,1993-01,2012-01,2018-01
393536.0,[706224 687501 667182 663771 646656 641747 630497 523349 444551 356557],[0 0 1 1 0 1 1 1 1 1],[ 0.039  1.     0.995  0.5    0.75   0.231  1.     0.5    0.5    1.   ],[2009 2014 2010 2009 2010 2011 2010 2012 2015 2014],[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.],10,7,3,0.7,0.3,0,10,0.0,1.0,0.6515,2009-01,2014-01,2018-01
459071.0,[662554 407227],[1 1],[ 0.52  0.8 ],[2010 2015],[ 2018.  2018.],2,2,0,1.0,0.0,0,2,0.0,1.0,0.66,2010-01,2015-01,2018-01
295234.0,[716487],[0],[ 0.25],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.25,2014-01,2014-01,2018-01
524611.0,[697281 676444 139484],[1 1 1],[ 1.  1.  1.],[1993 1988 1991],[ 2015.  2018.  2018.],3,3,0,1.0,0.0,1,2,0.3333333333333333,0.6666666666666666,1.0,1993-01,1991-01,2015-01
426308.0,[685652],[0],[ 0.4],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.4,2015-01,2015-01,2018-01
229701.0,[733387],[1],[ 0.5],[2011],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,2011-01,2011-01,2018-01
33093.0,[709406 685275 140129  80517  43998],[0 1 1 1 1],[ 0.6    0.5    0.579  0.556  0.2  ],[2015 2015 2015 2015 2014],[ 2018.  2018.  2018.  2018.  2018.],5,4,1,0.8,0.2,0,5,0.0,1.0,0.4870000000000001,2015-01,2014-01,2018-01
164163.0,[728292 715623 712409 695732 636966 341118 139564],[1 1 1 0 0 1 1],[ 0.51   0.99   0.1    0.416  0.125  0.022  0.017],[2011 2014 2014 2014 2014 2014 2014],[ 2013.  2018.  2018.  2015.  2018.  2018.  2018.],7,5,2,0.7142857142857143,0.2857142857142857,2,5,0.2857142857142857,0.7142857142857143,0.3114285714285714,2011-01,2014-01,2013-01
459080.0,"[730588 720513 699670 697940 685601 670204 670083 664305 660913 659853
 656175 644071 643214 634739 630402 317658]",[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1],"[ 1.    1.    1.    1.    1.    1.    0.49  1.    0.9   0.2   1.    1.    1.
  1.    1.    1.  ]","[2014 2015 2015 2010 2011 2014 2011 2013 2012 2015 2012 2013 2014 2014 2012
 2009]","[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.
  2018.  2018.  2018.  2018.  2018.  2018.]",16,2,14,0.125,0.875,0,16,0.0,1.0,0.911875,2014-01,2009-01,2018-01
98633.0,[454494 448758 286600],[1 1 1],[ 1.  1.  1.],[2014 2004 2000],[ 2018.  2018.  2018.],3,3,0,1.0,0.0,0,3,0.0,1.0,1.0,2014-01,2000-01,2018-01
295242.0,[169486],[1],[ 0.2],[2013],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.2,2013-01,2013-01,2018-01
393547.0,[681114 641333],[0 0],[ 0.95  0.35],[2012 1993],[ 2018.  2018.],2,0,2,0.0,1.0,0,2,0.0,1.0,0.6499999999999999,2012-01,1993-01,2018-01
524624.0,[654508],[1],[ 0.35],[2012],[ 2015.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.35,2012-01,2012-01,2015-01
426321.0,[682043],[0],[ 1.],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2014-01,2014-01,2018-01
459089.0,[646456],[1],[ 1.],[2005],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,2005-01,2005-01,2018-01
196949.0,[727354],[1],[ 0.6],[2005],[ 2011.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.6,2005-01,2005-01,2011-01
65878.0,[644592],[0],[ 0.8],[1990],[ 2005.],1,0,1,0.0,1.0,1,0,1.0,0.0,0.8,1990-01,1990-01,2005-01
393562.0,[647086],[1],[ 0.9],[2013],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.9,2013-01,2013-01,2018-01
328029.0,[720175],[1],[ 0.8],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.8,2015-01,2015-01,2018-01
295263.0,[731557],[1],[ 0.3],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.3,2015-01,2015-01,2018-01
426338.0,[475593],[1],[ 0.05],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.05,2014-01,2014-01,2018-01
196963.0,[631526],[1],[ 0.5],[2001],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,2001-01,2001-01,2018-01
524644.0,[678465],[0],[ 0.932],[2014],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.932,2014-01,2014-01,2018-01
65891.0,[401907],[1],[ 0.81],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.81,2014-01,2014-01,2018-01
262502.0,[724119 716208 690590 689535 630349 453475 346803],[0 0 0 1 1 1 1],[ 1.     0.021  0.4    0.4    1.     1.     0.5  ],[2015 2001 2014 2012 2015 2010 2011],[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.],7,4,3,0.5714285714285714,0.42857142857142855,0,7,0.0,1.0,0.6172857142857142,2015-01,2011-01,2018-01
295271.0,[722041 630954 463613],[1 0 1],[ 0.3   0.95  0.3 ],[2014 1999 2009],[ 2018.  2018.  2018.],3,2,1,0.6666666666666666,0.3333333333333333,0,3,0.0,1.0,0.5166666666666667,2014-01,2009-01,2018-01
328040.0,[634931],[0],[ 1.],[2007],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2007-01,2007-01,2018-01
262500.0,[399890],[1],[ 1.],[1995],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1995-01,1995-01,2018-01
65892.0,[641965],[1],[ 0.3],[2015],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.3,2015-01,2015-01,2018-01
426349.0,[729767 722403 638241],[0 1 0],[ 1.    1.    0.49],[2014 2014 2013],[ 2018.  2018.  2018.],3,1,2,0.3333333333333333,0.6666666666666666,0,3,0.0,1.0,0.8300000000000001,2014-01,2013-01,2018-01
98670.0,[624529],[0],[ 0.25],[1998],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.25,1998-01,1998-01,2018-01
295279.0,[701171],[1],[ 0.625],[2004],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.625,2004-01,2004-01,2018-01
33138.0,[185028],[1],[ 0.319],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.319,2014-01,2014-01,2018-01
131447.0,[713888 682485 235741],[0 0 1],[ 1.    0.51  0.51],[2003 2004 2014],[ 2018.  2018.  2018.],3,1,2,0.3333333333333333,0.6666666666666666,0,3,0.0,1.0,0.6733333333333333,2003-01,2014-01,2018-01
360824.0,[711092 685113 682806 676617 667796 635120 633570 384713 361448  94971],[0 0 1 0 1 0 1 1 1 1],[ 0.8    1.     1.     1.     1.     0.9    1.     1.     1.     0.058],[2005 2006 2001 2007 1988 2012 2005 2004 2005 2002],[ 2018.  2018.  2014.  2018.  2009.  2018.  2012.  2018.  2018.  2018.],10,6,4,0.6,0.4,3,7,0.3,0.7,0.8757999999999999,2005-01,2002-01,2018-01
262520.0,[649425],[0],[ 1.],[2009],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,1.0,2009-01,2009-01,2018-01
360830.0,[106724],[1],[ 0.5],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.5,2014-01,2014-01,2018-01
295300.0,[739811 736742 725041 707998 686008 652632 441074 324787],[0 1 0 1 0 0 1 1],[ 1.     0.6    0.8    0.033  0.6    0.1    0.2    1.   ],[2014 2014 2013 2006 2013 2015 2012 2003],[ 2018.  2018.  2018.  2018.  2018.  2018.  2018.  2018.],8,4,4,0.5,0.5,0,8,0.0,1.0,0.541625,2014-01,2003-01,2018-01
393.0,[657889],[1],[ 0.307],[2010],[ 2015.],1,1,0,1.0,0.0,1,0,1.0,0.0,0.307,2010-01,2010-01,2015-01
360843.0,[652998],[1],[ 1.],[1994],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,1.0,1994-01,1994-01,2018-01
397.0,[81378],[1],[ 0.017],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.017,2014-01,2014-01,2018-01
524690.0,[724791 690539 682604 670456],[1 1 0 0],[ 0.031  0.006  0.009  0.017],[2005 2007 2003 2002],[ 2018.  2018.  2018.  2018.],4,2,2,0.5,0.5,0,4,0.0,1.0,0.01575,2005-01,2002-01,2018-01
405.0,[715778],[0],[ 0.4],[1979],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.4,1979-01,1979-01,2018-01
65942.0,[211786],[1],[ 0.111],[2014],[ 2018.],1,1,0,1.0,0.0,0,1,0.0,1.0,0.111,2014-01,2014-01,2018-01
262549.0,[712449 695754 666439 635274 395913 125866],[1 1 1 1 1 1],[ 1.  1.  1.  1.  1.  1.],[1993 1992 1993 1993 1993 1992],[ 2018.  2018.  2007.  2018.  2018.  2018.],6,6,0,1.0,0.0,1,5,0.16666666666666666,0.8333333333333334,1.0,1993-01,1992-01,2018-01
393624.0,[732576 702936 697863 628458],[0 1 0 0],[ 0.51  0.51  0.45  0.95],[2009 2009 2005 2002],[ 2018.  2014.  2018.  2018.],4,1,3,0.25,0.75,1,3,0.25,0.75,0.605,2009-01,2002-01,2018-01
360857.0,[634542],[0],[ 0.333],[2013],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.33299999999999996,2013-01,2013-01,2018-01
65948.0,[674843],[0],[ 0.65],[2015],[ 2018.],1,0,1,0.0,1.0,0,1,0.0,1.0,0.65,2015-01,2015-01,2018-01
