"EID","BTEID","IFHOME","BTBL","BTYEAR","BTENDYEAR"
"278747","700675","0","0.45","2010","2013"
"278747","699266","0","0.015","1994",""
"278747","692911","1","0.425","2010",""
"278747","683784","0","0.4","2014",""
"278747","681156","0","1","2004",""
"278747","647845","0","0.631","1994",""
"278747","637695","1","0.5","2002",""
"278747","637111","0","1","2014",""
"278747","629009","1","0.95","2005","2007"
"278747","623997","1","1","1997",""
"278747","526122","1","1","2000",""
"278747","320218","1","0.3","2010",""
"278747","136694","1","0.5","2014",""
"278747","53195","1","0.882","2000",""
"278747","29981","1","1","2000",""
"280448","709210","1","0.45","2001",""
"280448","648975","1","0.057","1999","2008"
"280448","626079","1","0.2","2007","2013"
"281894","716096","1","0.667","2001",""
"282128","678871","1","0.5","2014",""
"282128","74670","1","0.4","2014",""
"283018","343126","1","0.016","1995",""
"283503","281888","1","0.45","2008",""
"284971","717086","0","0.95","2004",""
"284971","706980","0","0.99","2013",""
"284971","682613","0","0.6","2013",""
"285159","730636","1","0.7","2013",""
"285159","709316","0","0.7","2012",""
"285159","696440","0","0.69","2013","2015"
"285159","663358","0","0.55","2013",""
"285159","658066","0","0.55","2013",""
"285159","639833","0","0.49","2006",""
"285159","636149","0","0.29","2006",""
"285159","630503","0","0.7","2013",""
"286144","65220","1","0.05","2004",""
"287782","152824","1","0.95","2013",""
"289265","724821","0","0.755","2014",""
"289265","666364","0","0.285","2013",""
"289422","631979","1","0.5","2014",""
"290268","697429","0","0.125","2014",""
"292167","432356","1","0.25","2012",""
"292570","635633","1","0","2015",""
"292570","416266","1","0","2015",""
"292570","376042","1","0","2015",""
"292570","27417","1","0.23","2015",""
"293423","637811","0","0.15","2014",""
"295089","653613","0","1","2015",""
"295450","648740","0","0.5","2014",""
"298543","428752","1","0.5","2012",""
"300626","513093","1","0.333","2004",""
"301326","638767","1","0.55","2013",""
"302198","524243","1","0.5","2013",""
"305477","639714","0","0.3","2009","2011"
"305477","626374","1","0.333","2000",""
"308022","719980","1","1","2002",""
"308022","698231","1","1","1993",""
"308022","681327","1","1","1981","2006"
"308022","664695","1","0.5","2000","2006"
"309579","736917","0","0.51","2004",""
"309579","700002","0","0.7","2003",""
"309579","654488","0","0.5","2006",""
"309579","634360","0","0.55","2006",""
"310479","684298","1","0.335","2008","2010"
"310637","733135","0","1","2012",""
"310637","728991","0","0.51","2013",""
"311292","173469","1","0.7","2010",""
"311521","647198","1","0.5","2015",""
"315424","722396","0","0.51","2001","2014"
"315424","684690","1","0.5","2004","2007"
"315424","407654","1","0.533","1999",""
"315958","728294","1","0.5","2012",""
"316003","326143","1","0.01","2015",""
"317862","664472","0","1","2015",""
"318018","727116","1","1","2006","2012"
"319306","695273","1","0.32","1993",""
"321164","723527","1","0.08","2004",""
"321786","700800","1","0.5","2014",""
"322255","635577","0","0.013","2007",""
"325124","648952","0","0.368","2014",""
"325300","704919","1","0.038","2015",""
"325300","383407","1","0.34","2014",""
"326777","705811","0","0.182","2011",""
"326826","110324","1","1","2015",""
"327285","651910","0","0.2","2001",""
"327285","410143","1","0.167","2015",""
"327285","385016","1","0.2","2009",""
"328420","646283","1","0.333","2014",""
"329325","641147","0","0.053","2001",""
"329490","645268","0","0.999","2013","2014"
"329534","688406","0","0.75","2011","2014"
"329534","662698","1","0.99","2009","2011"
"329534","297295","1","0.4","2005",""
"330188","688981","1","1","2007",""
"330188","686256","0","0.7","2008",""
"330188","663085","0","0.51","2009",""
"330188","100156","1","0.51","2004",""
"332589","693100","0","0.5","2014",""
"333179","738446","1","1","1988",""
"333179","732559","0","1","2004",""
"333179","728959","0","0.51","2000",""
"333179","718147","1","1","1993",""
"333179","697618","0","0.341","2001",""
"333179","690388","0","1","1999",""
"333179","686638","0","1","1988",""
"333179","685121","0","1","1987","2006"
"333179","680624","0","1","2007","2008"
"333179","679510","0","0.021","1990",""
"333179","678572","0","0.062","2008",""
"333179","678572","0","0.062","2008",""
"333179","665520","1","1","1993","2007"
"333179","664843","0","0.9","1988","2012"
"333179","660119","1","0.333","2013",""
"333179","659956","0","0.234","1996","2008"
"333179","659948","0","1","1999",""
"333179","657520","0","1","1993",""
"333179","652525","0","1","2007","2012"
"333179","643409","0","0.25","1994",""
"333179","642770","0","0.13","1997",""
"333179","632652","0","0.229","1995","2011"
"333179","631265","1","1","1993","2010"
"333179","501366","1","0.063","2000",""
"333179","288496","1","0.3","1993",""
"333179","192258","1","0.004","2008",""
"333179","184854","1","0.5","2009",""
"333179","158014","1","1","1993",""
"333179","7221","1","0.45","2013",""
"333347","664817","0","0.002","1999",""
"335174","738520","0","1","2008","2011"
"335301","737431","1","0.333","2010",""
"335301","709009","1","1","2009",""
"335301","687739","0","0.753","2006",""
"337212","733532","0","0.5","1996","2006"
"337212","705262","0","0.8","1996","2001"
"338205","710211","1","0.071","2012",""
"338205","692355","1","0.25","2015",""
"338205","155074","1","0.005","2005",""
"338434","736174","1","0.25","2008","2010"
"338434","634376","1","0.5","2007",""
"338584","653874","0","0.1","2007","2007"
"338584","424902","1","0.3","2009",""
"340602","635566","1","0.267","1996",""
"340723","688289","0","1","2015",""
"341411","319058","1","0.5","2014",""
"341978","625564","0","0.9","2005",""
"341978","209616","1","1","2007",""
"345131","239826","1","0.499","2001",""
"345519","662047","1","0.504","2001","2012"
"346073","734897","1","1","2013",""
"346073","699885","1","1","2013",""
"346073","674973","1","1","2014",""
"346073","626102","1","1","2013",""
"346073","503682","1","1","2014",""
"346073","494996","1","1","2013",""
"346073","412565","1","1","2014",""
"346073","372995","1","1","2014",""
"346073","114007","1","1","2013",""
"346073","11989","1","1","2013",""
"346073","2151","1","1","2013",""
"349285","675998","0","1","2012",""
"349285","484111","1","0.5","2011",""
"349494","710438","1","0.1","2008",""
"349494","705010","0","0.3","2007",""
"349494","694877","0","0.05","2011",""
"349494","679556","0","0.55","2008",""
"349494","672545","1","0.98","1992",""
"349494","640716","0","0.55","2015",""
"349494","638825","1","0.51","2014",""
"349494","629636","0","1","2009",""
"349494","436636","1","1","2004",""
"349494","247839","1","1","2004",""
"349494","183238","1","1","2004",""
"349494","23353","1","1","2006",""
"349564","90737","1","0.3","1992",""
"349974","638551","1","0.333","2014",""
"351658","630605","0","0.7","2012",""
"352381","26436","1","0.833","2014",""
"352485","679723","0","0.231","1996",""
"352555","670548","1","1","2014",""
"352563","632996","1","0.51","2013",""
"352563","632662","1","0.99","2014",""
"352563","502662","1","0.99","2011",""
"352563","253346","1","0.99","2004",""
"353175","730428","1","1","1990","2008"
"354425","722144","0","0.35","2001","2003"
"354493","711879","1","0.244","2003","2009"
"355136","207586","1","0.5","2015",""
"355286","634674","0","0.406","2006","2008"
"357172","703915","0","0.9","1998","2001"
"359359","738045","1","1","1999","2007"
"359359","731358","1","0.057","2005",""
"359359","710751","1","1","2000","2008"
"359359","698225","1","1","1998",""
"359359","690244","1","1","1998",""
"359359","676185","1","0.143","2002",""
"359359","639166","1","1","1998",""
"359359","469748","1","0.006","2004",""
"359359","429983","1","0.5","2001",""
"359359","141610","1","1","1998",""
"360824","711092","0","0.8","2005",""
"360824","685113","0","1","2006",""
"360824","682806","1","1","2001","2014"
"360824","676617","0","1","2007",""
"360824","667796","1","1","1988","2009"
"360824","635120","0","0.9","2012",""
"360824","633570","1","1","2005","2012"
"360824","384713","1","1","2004",""
"360824","361448","1","1","2005",""
"360824","94971","1","0.058","2002",""
"360864","638182","0","1","2012",""
"364531","47950","1","0.167","2013",""
"364665","439087","1","0","2015",""
"364665","439087","1","1","2015",""
"365800","638907","1","0.7","2009",""
"365884","664704","1","1","2005",""
"367778","705705","0","1","2015",""
"367778","633488","0","0.357","2015",""
"369386","719241","1","0.95","2012",""
"369386","391980","1","0.96","2014",""
"369386","267475","1","0.96","2014",""
"369386","59276","1","0.8","2013",""
"369564","682175","1","0.4","2003",""
"370187","700286","1","0.51","2012","2014"
"370216","629878","1","0.25","2005",""
"371105","678418","1","0.01","2003",""
"371746","647676","1","0.075","2003",""
"372879","683410","0","0.48","1996","2000"
"374215","723585","1","1","2006","2013"
"374215","708465","1","1","2008","2013"
"374215","683652","1","1","2009","2013"
"374215","659636","1","1","2000","2013"
"374234","735457","1","1","2006",""
"374234","708891","1","1","2004",""
"374234","706724","1","0.5","2003",""
"374234","692052","1","0.139","2015",""
"374234","680566","1","0.5","2013",""
"374234","522986","1","0.2","2014",""
"374234","521904","1","0.5","2005",""
"374234","519930","1","0.333","2003",""
"374234","518078","1","0.333","2003",""
"374234","508650","1","0.5","1992",""
"374234","355005","1","0.4","2006",""
"374234","295378","1","1","2004",""
"374234","139235","1","1","2007",""
"374234","127615","1","1","2005",""
"374237","224663","1","0.4","2009",""
"375724","675180","1","0.12","2004",""
"376004","670986","0","1","2013",""
"377606","733701","1","0.5","2014",""
"378018","710375","0","1","2014",""
"378836","679171","0","0.001","2015",""
"378836","634726","0","0.001","2015",""
"378836","631007","0","0","2014",""
"378976","685043","0","0.25","2014",""
"379567","688225","1","1","2014",""
"380372","429802","1","0.75","2015",""
"382458","708493","0","0.701","2006",""
"382458","708428","1","1","2011",""
"382458","705500","0","0.25","2009",""
"382458","699507","1","0.8","2002","2008"
"382458","673678","1","0.5","2007","2008"
"382458","660762","0","1","2011",""
"382458","656185","0","1","2014",""
"382458","651068","0","1","2011",""
"382458","647752","0","1","2014",""
"382458","646839","1","0.8","2003","2007"
"382458","640404","0","1","2010",""
"382458","633086","0","0.5","2011",""
"382458","623163","1","0.8","2005","2006"
"382458","197252","1","1","2011",""
"382926","733226","1","0.5","2006","2010"
"384127","640129","0","0.234","2004","2004"
"384271","708353","1","0.49","2007",""
"384271","675127","1","0.99","1999",""
"384271","251148","1","0.336","2006",""
"385188","702728","1","0.333","2003",""
"387279","694589","1","0.4","2014",""
"387279","680010","1","0.35","2011",""
"387797","724882","0","1","2011",""
"388029","636462","1","0.75","2005","2010"
"388848","627182","0","0.039","2014",""
"390226","639575","0","0.058","1997",""
"390679","713584","1","0.8","2002","2007"
"390679","698184","1","0.2","2002","2006"
"390679","692771","1","1","1987","2008"
"390679","687392","1","0.3","2004",""
"390679","681521","1","1","1994",""
"390679","668863","1","1","2002","2006"
"390679","658635","1","0.01","2013",""
"390679","656200","1","1","1995",""
"390679","643927","1","1","1992",""
"390679","643663","1","1","2003","2006"
"390679","630043","1","0.7","2001","2009"
"390679","388445","1","1","2013",""
"390679","337337","1","1","1981",""
"390679","265791","1","0.364","2002",""
"390679","245185","1","1","1999",""
"390679","209326","1","1","1985",""
"390679","184287","1","0.5","2002",""
"390679","170551","1","0.5","1994",""
"390679","3141","1","1","1993",""
"390752","732529","1","1","2012",""
"391323","650467","1","0.011","2015",""
"391323","649564","1","0.01","2015",""
"395849","734297","1","0.6","2010","2014"
"396598","730665","1","0.4","2014",""
"396598","680157","1","0.49","2014",""
"396823","724623","0","0.6","2015",""
"396823","691875","1","0.8","2009",""
"397854","707116","1","0.036","2001","2012"
"399612","130760","1","0.5","2014",""
"399940","723005","0","0.15","2015",""
"399940","664621","1","0.143","2014",""
"399940","495901","1","0.333","2015",""
"401059","486491","1","1","2014",""
"401704","736313","0","0.4","2015",""
"401704","684172","0","0.343","2015",""
"401726","649069","0","0.4","2007","2009"
"401726","78231","1","0.8","2015",""
"401726","48710","1","0.8","2015",""
"401926","721032","0","0.8","2013",""
"401926","705935","0","0.49","2014",""
"401926","678737","0","0.35","2014",""
"401926","677624","0","0.575","2015",""
"402077","668160","1","0.2","2005",""
"402077","649705","0","0.8","2004","2005"
"402077","646132","1","0.5","2005","2009"
"402077","112393","1","1","2009",""
"402322","685298","0","0.059","2012",""
"402322","634765","0","0.29","2012",""
"402642","739850","0","0.4","1995",""
"402642","732731","0","0.7","2005",""
"402642","725289","0","0.4","2009",""
"402642","683765","1","0.333","2004",""
"402642","681437","1","0.4","1995",""
"402642","675136","1","0.7","2003","2009"
"402642","668032","1","0.1","2004",""
"402642","640595","1","1","2005",""
"402642","400334","1","0.233","1998",""
"402642","299629","1","0.05","2008",""
"402642","47908","1","0.394","1999",""
"402642","32808","1","0.65","2000",""
"402642","29663","1","1","2009",""
"403042","719857","0","0.5","2013",""
"403644","700447","0","0.7","2011",""
"403783","666551","0","0.538","2004",""
"403783","659590","0","0.569","2004",""
"405547","689448","0","1","2012",""
"405547","626864","0","0.13","2011",""
"405961","98002","1","0.49","2014",""
"405993","679381","0","0.31","2013",""
"406839","210603","1","0.7","2014",""
"406937","644756","0","1","2001",""
"407773","673976","0","0.9","2014",""
"408318","709294","1","1","1997","2008"
"409161","688919","0","1","2015",""
"409701","681172","0","0.21","2003",""
"411631","715708","0","0.4","2007",""
"411966","727786","0","1","2014",""
"411966","700788","0","1","2013",""
"411966","684465","1","1","2013",""
