"EID","TYPECODE","IFHOME","B_REYEAR","B_ENDYEAR"
"225601","br180271","1","2003",""
"56566","br210702","0","2005","2013"
"272177","br180273","0","2015",""
"279513","br30432","0","2010",""
"405460","br60304","0","2008",""
"265219","br210704","1","2011",""
"405460","br60305","0","2002",""
"279513","br30433","0","1980",""
"279513","br180276","0","1996",""
"405460","br120280","0","2006",""
"279513","br249","0","2012",""
"468654","br60306","1","2006",""
"279513","br90255","0","2005","2012"
"405460","br210706","0","2003","2007"
"405460","br150374","0","2000",""
"6758","br251","0","2005",""
"279513","br30434","0","2000",""
"77116","br30435","0","2001","2004"
"279513","br90257","0","2007",""
"279513","br120283","0","2012",""
"311931","br120284","1","2012",""
"414643","br90258","1","2005","2008"
"486136","br60308","0","2011",""
"272177","br180279","0","2015",""
"294362","br254","1","2009",""
"234643","br30437","0","2008","2013"
"279513","br256","0","2002",""
"329569","br90259","0","1997",""
"115883","br150378","0","2005","2007"
"39228","br260","0","2011","2012"
"405460","br30442","0","2007",""
"329569","br262","0","1997",""
"439882","br60309","0","2013",""
"279513","br180284","0","2002",""
"8866","br265","1","2003","2011"
"439","br180286","0","2015",""
"370395","br30443","0","2010","2012"
"279513","br266","0","2008",""
"250182","br210710","1","2005",""
"405460","br180287","0","2003",""
"279513","br30444","0","2005",""
"279513","br120288","0","2011",""
"77736","br180288","1","2009",""
"279513","br120289","0","2002",""
"279513","br60311","0","2005",""
"405460","br268","0","2003",""
"277210","br120291","0","2010",""
"327777","br150381","1","2006","2010"
"405460","br90264","0","1997",""
"388636","br180292","0","2012",""
"39863","br60314","0","2014",""
"279513","br180293","0","2006",""
"15367","br210712","1","2014",""
"191546","br180294","0","2009",""
"365825","br150383","1","2014",""
"6758","br210713","0","2005",""
"279513","br30446","0","2003",""
"405460","br210714","0","2005",""
"405460","br210715","0","2003",""
"405460","br30447","0","2003",""
"279513","br60317","0","2006",""
"405460","br90267","0","2008",""
"405460","br30449","0","2004",""
"279513","br180296","0","2008",""
"279513","br30450","0","1995",""
"405460","br60318","0","1997",""
"24589","br120295","0","2012",""
"22020","br30451","1","2009",""
"188550","br180298","1","2004","2013"
"279513","br30452","0","2003",""
"191546","br150386","0","2008",""
"500850","br90269","1","2006","2007"
"405460","br60320","0","2004","2013"
"405460","br180300","0","2003",""
"79111","br60321","0","2005","2014"
"374127","br180301","1","2010","2012"
"279513","br150388","0","2000",""
"76205","br271","0","2011",""
"473513","br60324","1","2014",""
"279926","br150390","0","2014",""
"243034","br90271","0","2015",""
"279513","br90272","0","2000",""
"378660","br60325","0","2014",""
"334563","br60326","1","2013",""
"235461","br150391","1","2014",""
"405460","br180305","0","2003",""
"195675","br272","1","2002",""
"118547","br30457","1","2014",""
"436712","br30458","0","2009","2010"
"405460","br150392","1","2006","2012"
"406114","br60329","1","2001",""
"279513","br30459","0","2007",""
"279513","br60330","0","2012",""
"476620","br210721","1","2013",""
"405460","br150394","0","2011",""
"405460","br150395","0","2003",""
"279513","br210722","0","2003",""
"279513","br210723","0","2000",""
"405460","br210724","0","2007",""
"405460","br210726","0","2003",""
"279513","br275","0","2008",""
"405460","br276","0","2004",""
"405460","br277","0","2008",""
"279513","br30461","0","2008",""
"405460","br210727","0","2007",""
"476044","br150397","0","2011",""
"428712","br150398","0","2005",""
"495201","br210728","1","2004","2010"
"225601","br90279","1","2001",""
"139367","br180307","1","2011","2012"
"405460","br120307","0","2003",""
"405460","br150399","0","2002",""
"405460","br210730","0","2010",""
"455357","br120308","1","2005",""
"38154","br30464","0","2014",""
"252999","br281","1","2006",""
"171468","br210731","0","1995","2001"
"405460","br30465","0","2003",""
"405460","br282","0","1998",""
"303249","br90281","1","2010","2011"
"236196","br283","0","2006",""
"64005","br120310","1","2011",""
"365834","br90282","1","2005","2007"
"63068","br150403","1","2004","2015"
"405460","br180311","0","2008",""
"405460","br30466","0","2003",""
"279513","br285","0","2001",""
"405460","br288","0","2002",""
"405460","br180312","0","2008","2011"
"200980","br120312","1","2010","2015"
"297043","br180313","1","1998",""
"423487","br60335","0","2014",""
"225601","br210735","1","2002",""
"405460","br60336","0","2005",""
"149026","br180315","0","2012",""
"279513","br294","0","2012",""
"279513","br150409","0","2001",""
"494995","br60338","0","2015","2015"
"353345","br180317","0","2012",""
"457902","br90286","1","2005","2008"
"307200","br90287","1","2008",""
"191546","br30471","0","2009",""
"309147","br150410","0","2005","2008"
"405460","br90288","0","2003",""
"279513","br296","0","1989",""
"405460","br120315","0","2002",""
"279513","br150413","0","2001",""
"118473","br90290","1","2001",""
"442825","br180319","0","2001","2012"
"156806","br60341","0","2012","2014"
"279513","br150414","0","2010",""
"405460","br30473","0","2003",""
"405460","br120317","0","2004",""
"405460","br120318","0","2002","2005"
"355235","br180321","1","2004","2006"
"219618","br210740","0","2015",""
"369778","br30474","1","2003",""
"279513","br30475","0","2001",""
"252560","br60342","1","2006","2006"
"279513","br150415","0","2000",""
"279513","br30476","0","2002",""
"279513","br299","0","2015",""
"448948","br150417","0","2001","2015"
"329569","br301","0","2009",""
"279513","br90293","0","2010",""
"279513","br210744","0","2014",""
"405460","br30477","0","2003",""
"208192","br90294","1","2008",""
"408200","br302","1","2003","2012"
"121797","br304","1","2006","2007"
"440806","br120321","1","2010","2012"
"279513","br180325","0","2000",""
"39259","br180327","1","2014",""
"20098","br90295","0","2010",""
"279513","br305","0","2000",""
"279513","br180328","0","2001",""
"279513","br308","0","2001",""
"279513","br120322","0","2000",""
"176483","br150423","0","2005",""
"279513","br30482","0","2010",""
"277105","br311","1","2004",""
"260116","br60347","0","2015",""
"279513","br315","0","2001",""
"405460","br150424","0","2008","2013"
"405460","br210753","0","2007",""
"279513","br120327","0","2015",""
"148529","br120328","0","2002","2005"
"405460","br120329","0","2007",""
"257398","br120330","1","2011","2013"
"38154","br180330","0","2013",""
"48041","br30483","0","2014",""
"371989","br30484","1","2014",""
"279513","br120333","0","1997",""
"270344","br90300","0","2009",""
"473133","br210754","1","2009","2013"
"279513","br120334","0","2015",""
"279513","br90301","0","2001",""
"296923","br90302","0","2014",""
"302865","br30485","1","2010","2014"
"495201","br180333","1","2005","2006"
"279513","br60351","0","2005",""
"191625","br30487","1","2002",""
"517547","br90303","0","2005",""
"279513","br210756","0","2013",""
"405460","br120336","0","2003",""
"439882","br319","0","2011",""
"314306","br150428","1","2011","2012"
"167212","br30490","1","2007","2009"
"515271","br150430","1","2008","2009"
"279513","br30491","0","2000",""
"279513","br30492","0","1993",""
"223344","br90306","0","2009","2010"
"71981","br60355","0","2006","2009"
"360927","br210759","1","2005","2007"
"83340","br30493","1","2012",""
"300608","br150432","0","2013","2014"
"63824","br120341","0","2015",""
"10660","br30494","0","2014",""
"474651","br120343","0","2008","2013"
"44017","br321","1","2004","2006"
"515271","br210761","1","2010",""
"269039","br90307","0","2006","2008"
"243034","br30495","0","2015",""
"372529","br210762","0","2005","2010"
"405460","br322","0","2003",""
"279513","br90308","0","2000",""
"279513","br150435","0","2002",""
"279513","br60358","0","2000",""
"405460","br150437","0","2003",""
"405460","br60359","0","1996",""
"490117","br60360","0","2011","2014"
"265864","br180341","0","2006",""
"405460","br60362","0","2003",""
"442646","br30497","0","2015",""
"510431","br60366","1","2004","2011"
"405460","br90313","0","1996",""
"405460","br210764","0","2003",""
"279513","br60369","0","2003",""
"279513","br326","0","2010",""
"265017","br327","0","2015",""
"117546","br60371","0","2015",""
"41415","br328","0","2010",""
"279513","br210765","0","2001",""
"46317","br90321","0","2006",""
"78395","br30499","0","2011",""
"279513","br329","0","2006",""
"405460","br330","0","2003",""
"389679","br180345","1","2003","2013"
"140868","br120348","0","2007",""
"294136","br30500","1","2008",""
"6686","br90322","1","2003",""
"261134","br60373","1","2013",""
"405460","br150443","0","2002",""
"279513","br120349","0","1991",""
"310509","br331","1","2014",""
"405460","br30502","0","2005",""
"403317","br30504","1","2001","2013"
"279513","br120350","0","2001",""
"237773","br120351","1","2015",""
"279513","br333","0","2005",""
"50566","br150446","0","2013",""
"329569","br120353","0","2001",""
"47612","br30509","0","2009","2013"
"404165","br30510","1","2013","2015"
"198241","br90325","1","2014",""
"279513","br30511","0","2000",""
"279513","br30513","0","2001",""
"279513","br335","0","2012","2015"
"177987","br120357","0","2003","2005"
"465268","br336","1","2004","2014"
"191546","br120358","0","2013",""
"405460","br90327","0","2005",""
"301598","br150450","0","2005","2008"
"279513","br210774","0","2004","2015"
"191546","br180351","0","2009",""
"405460","br120361","0","2015",""
"306944","br180352","1","2012","2013"
"279513","br180353","0","2000",""
"243034","br120362","1","1999",""
"279513","br30516","0","2005",""
"365255","br180354","1","2003","2007"
"46611","br90329","1","2004",""
"404559","br30517","0","2004",""
"155560","br30518","0","2013",""
"63824","br180355","0","2007",""
"191546","br30520","0","2011",""
"279513","br180357","0","2000",""
"466991","br180358","1","2001","2010"
"214823","br210777","1","2011","2012"
"279513","br90331","0","2003",""
"279513","br120365","0","1993",""
"504043","br210778","0","2015",""
"405460","br180359","0","2003",""
"405460","br120366","0","2002",""
"279513","br343","0","2000",""
"405460","br90334","0","2014",""
"279513","br120369","0","2001",""
"452878","br150455","0","1997","2008"
"320788","br150456","0","1999","1999"
"485652","br150457","1","2008","2010"
"279513","br180362","0","2014",""
"177377","br90336","0","1990","2003"
"90105","br344","1","1999",""
"405460","br90337","0","2003",""
"99303","br180364","1","2009",""
"262599","br180367","0","2011",""
"405460","br150459","0","2003",""
"281452","br30526","1","2009","2015"
"329569","br150460","0","2011",""
"279513","br150461","0","2011",""
"1719","br60385","1","2008","2013"
"24941","br30527","1","2013",""
"279513","br30528","0","2001",""
"74421","br30529","1","2006",""
"31789","br210786","0","2014",""
"410731","br30530","1","2010",""
"279513","br30531","0","2000",""
"405460","br150463","0","2002",""
"374222","br30532","1","2006",""
"113907","br210787","0","2010","2011"
"405460","br349","0","1997",""
"405460","br210790","0","2003",""
"279513","br210791","0","2011",""
"61163","br210792","1","2009",""
"88497","br350","0","1999","2003"
"279513","br180370","0","1989",""
"279513","br210794","0","2000",""
"405460","br30535","0","2008",""
"511645","br90339","1","2008",""
"279513","br352","0","2006",""
"279513","br180372","0","2004",""
"405460","br210798","0","2003",""
"389679","br354","0","2007","2012"
"167121","br210799","1","2003","2007"
"98236","br150468","1","2003","2013"
"279513","br90342","0","2001",""
"100185","br210801","1","2011",""
"279513","br30537","0","2000",""
"279513","br180374","0","2001",""
"352327","br210803","0","2010",""
"397576","br60391","0","2008","2009"
"116506","br180375","0","2005","2015"
"279513","br120379","0","2013",""
"405460","br150469","0","2011",""
"329569","br355","0","2001",""
"421366","br180376","1","2003",""
"405460","br120380","0","2009",""
"279513","br60392","0","2004",""
"445773","br150470","1","2006",""
"279513","br120381","0","2000",""
"230390","br357","1","2006","2012"
"405460","br90346","0","2003",""
"227370","br60394","0","2001","2003"
"332883","br180378","1","2004",""
"279513","br150476","0","2003",""
"279513","br60395","0","2000",""
"495201","br210805","1","2002","2008"
"279513","br359","0","2000",""
"108486","br180379","1","2008","2010"
"405460","br180380","0","2003",""
"297043","br30539","1","2001",""
"279513","br90348","0","2000",""
"265219","br60397","0","2012",""
"405460","br60398","0","2004","2011"
"405460","br180381","0","2003",""
"405460","br30540","0","2003","2012"
"437271","br90349","1","2006",""
"405460","br180384","0","2003",""
"405460","br60399","0","2002",""
"424290","br363","0","2009","2011"
"431110","br90351","0","2008","2011"
"405460","br180386","0","2003",""
"279513","br60400","0","2004",""
"230198","br60401","0","2010","2011"
"326553","br30543","0","2012",""
"97542","br210807","1","2012",""
"279513","br180387","0","2001",""
