EID,TYPECODE,FBDATE,SXENDDATE,BREAKFAITH_CNT,BREAKFAITH_FIRST_FIRST_TIME,BREAKFAITH_FIRST_END_TIME,BREAKFAITH_END_FIRST_TIME
378047,[63127],['2014-01'],['2018-01'],1,2014-01,2014-01,2018-01
513217,[2084387],['2015-07'],['2018-01'],1,2015-07,2015-07,2018-01
160961,[251408],['2014-08'],['2015-07'],1,2014-08,2014-08,2015-07
398534,[  197937   197932   197941 40041399 40326953 41448575],['2014-09' '2014-09' '2014-09' '2014-09' '2014-09' '2014-09'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2014-09,2014-09,2018-01
279752,[ 1505198 99971740],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
470217,[236954],['2014-08'],['2018-01'],1,2014-08,2014-08,2018-01
375142,[1343140 1668403],['2015-03' '2015-05'],['2015-07' '2018-01'],2,2015-03,2015-05,2015-07
156884,[ 2232122 97766918],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
62678,[ 1534327 96495029],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
431319,[2058040],['2015-07'],['2018-01'],1,2015-07,2015-07,2018-01
140504,[   58998 68697039],['2014-01' '2014-01'],['2018-01' '2018-01'],2,2014-01,2014-01,2018-01
353497,[  971793 83479739],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
42201,[1488829],['2015-04'],['2018-01'],1,2015-04,2015-04,2018-01
212187,[ 1091710 66059244],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
1239,[ 1129468 91704755],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
261339,[  648703   215360 30040481 85069098],['2014-11' '2014-08' '2014-08' '2014-11'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-11,2014-11,2018-01
175325,[  1907296 101656122],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
484573,[  210828 79630073],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
421084,[1544528],['2015-05'],['2018-01'],1,2015-05,2015-05,2018-01
91361,[ 1939691 69036502],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
91356,[  139692 76430071],['2014-05' '2014-05'],['2018-01' '2018-01'],2,2014-05,2014-05,2018-01
427228,[  2161143 100871063],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
165092,[  1837462 101542495],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
216293,[ 1446085 73375699],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
433382,[  751995 89095061],['2014-11' '2014-11'],['2018-01' '2018-01'],2,2014-11,2014-11,2018-01
42215,"[  607946   911561   930645    30461    19278    30460  1058237   903441
 66228027 66058205 66057508 65994252 66016902]","['2014-10' '2014-12' '2014-12' '2013-10' '2013-10' '2013-10' '2015-03'
 '2014-12' '2013-10' '2014-12' '2014-12' '2015-03' '2014-12']","['2015-07' '2018-01' '2018-01' '2015-07' '2018-01' '2015-07' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01']",13,2014-10,2014-12,2015-07
111848,[ 1294115  1395955 97787477 66084229],['2015-03' '2015-04' '2015-04' '2015-03'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-03,2015-03,2018-01
93417,[  170146   181544   170665 18995874],['2014-06' '2014-06' '2014-06' '2014-06'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-06,2014-06,2018-01
496873,[1274602],['2015-03'],['2018-01'],1,2015-03,2015-03,2018-01
74982,[203273],['2014-07'],['2018-01'],1,2014-07,2014-07,2018-01
310509,[2325381],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
187630,[1196208],['2015-02'],['2018-01'],1,2015-02,2015-02,2018-01
113907,[ 1045611  1498704  1497269 65987607 15085743 34215156],['2015-01' '2015-04' '2015-04' '2015-01' '2015-04' '2015-04'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2015-01,2015-04,2018-01
66804,"[  236125   171191    10714     3621    15667  1084174  1259366  1253538
 66051284 73387109 80144208 61111193 66077851 65838084 21235241 66080954]","['2014-08' '2014-06' '2013-10' '2013-10' '2013-10' '2015-01' '2015-03'
 '2015-03' '2015-01' '2014-08' '2014-06' '2015-03' '2013-10' '2013-10'
 '2013-10' '2015-03']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01']",16,2014-08,2015-03,2018-01
171251,[1686992],['2015-05'],['2018-01'],1,2015-05,2015-05,2018-01
392439,[  174538 62119464],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
294136,[1056945],['2015-03'],['2015-07'],1,2015-03,2015-03,2015-07
525562,[   16768 66017450],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
191741,[  415490  2114938 98523028 80145706],['2014-11' '2015-07' '2015-07' '2014-11'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-11,2014-11,2018-01
431358,[  1584304 100386072],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
97535,[190535],['2014-06'],['2018-01'],1,2014-06,2014-06,2018-01
398590,[ 2236591 97741189],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
99585,[  658896   188104 39525774 88421112],['2014-11' '2014-06' '2014-06' '2014-11'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-11,2014-11,2018-01
408938,[1587266],['2015-05'],['2018-01'],1,2015-05,2015-05,2018-01
44295,[  528958 80297110],['2014-09' '2014-09'],['2018-01' '2018-01'],2,2014-09,2014-09,2018-01
247049,[   15525 60298188],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
34059,[  181932 68741150],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
70924,[  105935 72985977],['2014-03' '2014-03'],['2018-01' '2018-01'],2,2014-03,2014-03,2018-01
72976,"[  216428   216405   216481   199746   216458   216469   216515   216351
   216416   216443   216376   212671   199741   199743   199745   199740
   199744 32175984 37953144 37953023 37954865 32176090 32175412 37953887
 37954677 37954395 37953586 32176323 37953509 32175683 37953377 37955133
 37955251]","['2014-07' '2014-07' '2014-07' '2014-07' '2014-07' '2014-07' '2014-07'
 '2014-07' '2014-07' '2014-07' '2014-07' '2014-07' '2014-07' '2014-07'
 '2014-07' '2014-07' '2014-07' '2014-07' '2014-07' '2014-07' '2014-07'
 '2014-07' '2014-07' '2014-07' '2014-07' '2014-07' '2014-07' '2014-07'
 '2014-07' '2014-07' '2014-07' '2014-07' '2014-07']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01']",33,2014-07,2014-07,2018-01
249115,[  215344 73366473],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
214300,[1605235],['2015-05'],['2018-01'],1,2015-05,2015-05,2018-01
148765,[ 2174353 97189522],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
34077,[ 1237406 91759489],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
113951,[  1711187 101092730],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
5407,[ 2000373 81304325],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
66843,[  932649   932657   930522 66063773],['2014-12' '2014-12' '2014-12' '2014-12'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-12,2014-12,2018-01
482594,[  1714996 101487893],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
34083,[237012 183500],['2014-08' '2014-06'],['2015-07' '2015-07'],2,2014-08,2014-06,2015-07
179491,[  229465 44507927],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
85285,[11647],['2013-10'],['2018-01'],1,2013-10,2013-10,2018-01
19744,[  198519   120221 66071858 79323194],['2014-06' '2014-04' '2014-04' '2014-06'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-06,2014-06,2018-01
394535,[ 1847986 97741474],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
66856,[ 1622019 96520686],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
369960,[ 1319967  1319943 92705153 92705149],['2015-03' '2015-03' '2015-03' '2015-03'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-03,2015-03,2018-01
95530,[1188624],['2015-02'],['2018-01'],1,2015-02,2015-02,2018-01
87339,[  571522 87813313],['2014-10' '2014-10'],['2018-01' '2018-01'],2,2014-10,2014-10,2018-01
116003,[983585],['2015-01'],['2018-01'],1,2015-01,2015-01,2018-01
79149,[  215879   174715 73370610],['2014-08' '2014-06' '2014-06'],['2018-01' '2018-01' '2018-01'],3,2014-08,2014-06,2018-01
77103,[ 1308888 89113736],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
253234,[ 1165177 92712593],['2015-02' '2015-02'],['2018-01' '2018-01'],2,2015-02,2015-02,2018-01
103731,[   10374 60748694],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
267574,[  530005 80344632],['2014-09' '2014-09'],['2018-01' '2018-01'],2,2014-09,2014-09,2018-01
173367,[1178677],['2015-02'],['2018-01'],1,2015-02,2015-02,2018-01
335159,[1233967],['2015-03'],['2018-01'],1,2015-03,2015-03,2018-01
70969,[  230080 81440388],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
87353,[  638818   638817   194997  1339466  2047311 88421747 81341370 97004577],"['2014-11' '2014-11' '2014-06' '2015-03' '2015-07' '2014-11' '2014-06'
 '2015-03']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01']",8,2014-11,2015-03,2018-01
77116,[  868063 62732227],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
273729,[ 1513084 96503372],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
204099,"[  242515   242497   222346   225715   205770   177112   205830   205774
   205873    37494    23652 25757158 17272902 66389096 25985251 27363272
 26657557 26492966]","['2014-08' '2014-08' '2014-08' '2014-08' '2014-08' '2014-06' '2014-08'
 '2014-08' '2014-08' '2013-10' '2013-10' '2014-08' '2014-08' '2013-10'
 '2014-08' '2014-06' '2014-08' '2014-08']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01']",18,2014-08,2014-08,2018-01
218436,[ 1972138 96497514],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
30022,[ 1446206 61499310],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
79175,[ 1192173 96505922],['2015-02' '2015-02'],['2018-01' '2018-01'],2,2015-02,2015-02,2018-01
236872,[  602984   602989 86943036 86943034],['2014-10' '2014-10' '2014-10' '2014-10'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-10,2014-10,2018-01
443721,[957000 957090 956999 957102],['2015-01' '2015-01' '2015-01' '2015-01'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-01,2015-01,2018-01
443722,[  211961 32322906],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
161098,[ 1067190 31826581],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
296262,[  166448 61091373],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
263499,[  177125   164867 80408542 79516497],['2014-07' '2014-06' '2014-07' '2014-06'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-07,2014-06,2018-01
157007,[  119903 73349738],['2014-04' '2014-04'],['2018-01' '2018-01'],2,2014-04,2014-04,2018-01
173393,[13366],['2013-10'],['2018-01'],1,2013-10,2013-10,2018-01
392532,[216844],['2014-08'],['2015-07'],1,2014-08,2014-08,2015-07
154965,[571536],['2014-10'],['2018-01'],1,2014-10,2014-10,2018-01
435542,[ 1434353  1434235  1567990 96508875 83570332],['2015-04' '2015-04' '2015-05' '2015-04' '2015-05'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],5,2015-04,2015-05,2018-01
341339,[1309143],['2015-03'],['2015-07'],1,2015-03,2015-03,2015-07
169310,[   61833   192527 80085882 68712854],['2014-01' '2014-06' '2014-06' '2014-01'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-01,2014-01,2018-01
425312,[215034],['2014-07'],['2018-01'],1,2014-07,2014-07,2018-01
257376,[  520062 85274149],['2014-09' '2014-09'],['2018-01' '2018-01'],2,2014-09,2014-09,2018-01
114018,[ 1254723 60057834],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
218466,"[   520509   1724132   1724139   1724115 101093611 101093609 101093605
  79522961]","['2014-09' '2015-06' '2015-06' '2015-06' '2015-06' '2015-06' '2015-06'
 '2014-09']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01']",8,2014-09,2014-09,2018-01
501089,[ 1533096 98909466],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
84942,[ 1096630   163552 33516362 39700452],['2015-01' '2014-06' '2014-06' '2015-01'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-01,2015-01,2018-01
226663,[  182068 43371550],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
265576,[  194986 81341516],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
232809,[186006],['2014-06'],['2015-07'],1,2014-06,2014-06,2015-07
241002,[ 1256209 44258995],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
298347,[ 1247772  2341497 80290587 96504018],['2015-03' '2015-08' '2015-03' '2015-08'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-03,2015-08,2018-01
453996,[ 1251812 79631773],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
73069,[  139903 75022780],['2014-05' '2014-05'],['2018-01' '2018-01'],2,2014-05,2014-05,2018-01
468333,[ 1118233 66066519],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
515433,[  2120276 104248636],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
474480,[  214596 81386398],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
58737,[  206457   217919 60618942],['2014-08' '2014-07' '2014-08'],['2018-01' '2018-01' '2018-01'],3,2014-08,2014-08,2018-01
34161,[ 2133465 36602347],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
384371,[  195206  1844648 99635568],['2014-06' '2015-06' '2015-06'],['2018-01' '2018-01' '2018-01'],3,2014-06,2015-06,2018-01
238964,[2338353],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
304501,[ 1407747 62105370],['2015-04' '2015-04'],['2018-01' '2018-01'],2,2015-04,2015-04,2018-01
214391,[176458],['2014-06'],['2018-01'],1,2014-06,2014-06,2018-01
314745,[  929529   929548 66063051 66062928],['2014-12' '2014-12' '2014-12' '2014-12'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-12,2014-12,2018-01
48506,[  634028   183575 88350228 79618337],['2014-11' '2015-03' '2014-11' '2015-03'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-11,2015-03,2018-01
271738,[   19794 43397458],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
470396,[  903335   930932   180957 66083590 66062952 66048244],['2014-12' '2014-12' '2014-06' '2014-06' '2014-12' '2014-12'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2014-12,2014-12,2018-01
130430,[2303224],['2015-08'],['2018-01'],1,2015-08,2015-08,2018-01
226688,[ 1246762 67910626],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
91522,"[  825327   484594   988459  1254056  1254048 72806532 80073972 91746413
 85062317]","['2014-12' '2014-09' '2015-01' '2015-03' '2015-03' '2015-01' '2015-03'
 '2014-12' '2014-09']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01']",9,2014-12,2014-09,2018-01
279945,[484121],['2014-09'],['2015-07'],1,2014-09,2014-09,2015-07
253322,[ 1261638  2161819 92773046 66067321],['2015-03' '2015-08' '2015-08' '2015-03'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-03,2015-03,2018-01
349580,[  929031 40521751],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
275853,[  799305 89081858],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
318863,[1150458],['2015-01'],['2015-07'],1,2015-01,2015-01,2015-07
331155,[  1745227 101096469],['2015-06' '2015-06'],['2018-01' '2018-01'],2,2015-06,2015-06,2018-01
150932,[  764751 89299227],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
353685,[1275668],['2015-03'],['2018-01'],1,2015-03,2015-03,2018-01
423317,[1484829],['2015-04'],['2018-01'],1,2015-04,2015-04,2018-01
46484,[ 1635047 60023336],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
523669,[ 1343574  1586109 86244396],['2015-03' '2015-05' '2015-03'],['2018-01' '2018-01' '2018-01'],3,2015-03,2015-03,2018-01
245143,[   59663 62185301],['2014-01' '2014-01'],['2018-01' '2018-01'],2,2014-01,2014-01,2018-01
327066,[  212111 35382850],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
451995,[  925486   195709 73324614 61055243],['2014-12' '2014-11' '2014-11' '2014-12'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-12,2014-12,2018-01
464287,"[   990974   1173894   1432111   1652125   1712099   1695569   1695944
   1683081   1879109   2298641 106260203]","['2015-01' '2015-02' '2015-04' '2015-05' '2015-06' '2015-05' '2015-05'
 '2015-05' '2015-07' '2015-08' '2015-08']","['2015-07' '2015-07' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01']",11,2015-01,2015-08,2015-07
3488,[ 873434 1516224],['2014-12' '2015-04'],['2018-01' '2018-01'],2,2014-12,2015-04,2018-01
210338,"[  193097   193089   188466   188424   188446   193095   193088   183423
   193092 79629651 79629654 79629649 79629661 79629659 79629673 79629667]","['2014-06' '2014-06' '2014-06' '2014-06' '2014-06' '2014-06' '2014-06'
 '2014-06' '2014-06' '2014-06' '2014-06' '2014-06' '2014-06' '2014-06'
 '2014-06' '2014-06']","['2018-01' '2018-01' '2018-01' '2018-01' '2015-07' '2018-01' '2018-01'
 '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01']",16,2014-06,2014-06,2018-01
54693,[ 2247747 96485998],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
1445,[2029235],['2015-07'],['2018-01'],1,2015-07,2015-07,2018-01
189863,[ 1585374 79321853],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
476587,[  868185   868181 91743303],['2014-12' '2014-12' '2014-12'],['2018-01' '2018-01' '2018-01'],3,2014-12,2014-12,2018-01
312751,[611386],['2014-10'],['2018-01'],1,2014-10,2014-10,2018-01
384432,[ 1238945  1238942  1238943 93250284 93250378],['2015-03' '2015-03' '2015-03' '2015-03' '2015-03'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],5,2015-03,2015-03,2018-01
437681,[ 1096296  1715066 99085100 27809961],['2015-01' '2015-06' '2015-06' '2015-01'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-01,2015-01,2018-01
486834,[1750867],['2015-06'],['2018-01'],1,2015-06,2015-06,2018-01
19890,[  499179   323283  1561424 84416903 64906526],['2014-09' '2014-08' '2015-05' '2014-09' '2014-08'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],5,2014-09,2014-08,2018-01
93620,[1140150],['2015-01'],['2018-01'],1,2015-01,2015-01,2018-01
464308,[  106441 75059918],['2014-03' '2014-03'],['2018-01' '2018-01'],2,2014-03,2014-03,2018-01
230838,[1253230],['2015-03'],['2015-07'],1,2015-03,2015-03,2015-07
366007,[1205771],['2015-02'],['2018-01'],1,2015-02,2015-02,2018-01
95668,[  132574 72849547],['2014-04' '2014-04'],['2018-01' '2018-01'],2,2014-04,2014-04,2018-01
333237,[ 1248135  1246414 66086641 66086669],['2015-03' '2015-03' '2015-03' '2015-03'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-03,2015-03,2018-01
11705,[ 1308788 13794587],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
148931,[ 1106374 80137920],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
492995,[  195189 79322292],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
445892,[77274],['2014-02'],['2015-07'],1,2014-02,2014-02,2015-07
52677,[ 1184551 93702309],['2015-02' '2015-02'],['2018-01' '2018-01'],2,2015-02,2015-02,2018-01
73160,[  233058   233061  2038751  2038772 98521140 98521136 83515943],['2014-07' '2014-07' '2015-07' '2015-07' '2015-07' '2015-07' '2014-07'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],7,2014-07,2014-07,2018-01
497097,[  476392 85059342],['2014-09' '2014-09'],['2018-01' '2018-01'],2,2014-09,2014-09,2018-01
17866,[   11709 66085889],['2013-10' '2013-10'],['2018-01' '2018-01'],2,2013-10,2013-10,2018-01
460235,[911050],['2014-12'],['2015-07'],1,2014-12,2014-12,2015-07
73162,[ 1335784 91707114],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
386504,[503915 503906],['2014-09' '2014-09'],['2018-01' '2018-01'],2,2014-09,2014-09,2018-01
99785,[1167085],['2015-02'],['2015-07'],1,2015-02,2015-02,2015-07
275919,"[  219326   240439   214992   212829   234446 16137009 67676495 40208542
 16022670]","['2014-08' '2014-08' '2014-07' '2014-07' '2014-08' '2014-08' '2014-08'
 '2014-07' '2014-08']","['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'
 '2018-01' '2018-01']",9,2014-08,2014-08,2018-01
134608,[  180968 79939215],['2014-06' '2014-06'],['2018-01' '2018-01'],2,2014-06,2014-06,2018-01
421329,[ 1568376 96485957],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
273874,[ 1094777 19370161],['2015-01' '2015-01'],['2018-01' '2018-01'],2,2015-01,2015-01,2018-01
310742,[  192271  1496074  1927309 98522482 97121279 80317633],['2014-06' '2015-04' '2015-07' '2015-04' '2015-07' '2014-06'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2014-06,2014-06,2018-01
118231,[206581 218254],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
437720,[498986],['2014-09'],['2015-07'],1,2014-09,2014-09,2015-07
384473,[1371364],['2015-03'],['2015-07'],1,2015-03,2015-03,2015-07
48601,[  812961 61117371],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
181721,[  204026 60637798],['2014-07' '2014-07'],['2018-01' '2018-01'],2,2014-07,2014-07,2018-01
470490,[649468],['2014-11'],['2018-01'],1,2014-11,2014-11,2018-01
224726,[959050],['2015-01'],['2015-07'],1,2015-01,2015-01,2015-07
97758,[930357],['2014-12'],['2018-01'],1,2014-12,2014-12,2018-01
341470,[  911585  1731586 66017138 40538298],['2014-12' '2015-06' '2014-12' '2015-06'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2014-12,2015-06,2018-01
189920,[  490718 83560740],['2014-09' '2014-09'],['2018-01' '2018-01'],2,2014-09,2014-09,2018-01
21987,[  738757 39301900],['2014-11' '2014-11'],['2018-01' '2018-01'],2,2014-11,2014-11,2018-01
228835,[  173718  1491313  1497160 33924358 32463325 30843816],['2014-06' '2015-04' '2015-04' '2015-04' '2015-04' '2014-06'],['2018-01' '2018-01' '2018-01' '2018-01' '2018-01' '2018-01'],6,2014-06,2014-06,2018-01
146916,[ 1269370 66076164],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
222694,[ 1268487  1268495 66072130 66072128],['2015-03' '2015-03' '2015-03' '2015-03'],['2018-01' '2018-01' '2018-01' '2018-01'],4,2015-03,2015-03,2018-01
341477,[1251860],['2015-03'],['2015-07'],1,2015-03,2015-03,2015-07
286184,[  929833 66064771],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
277993,[930099],['2014-12'],['2018-01'],1,2014-12,2014-12,2018-01
132587,[ 1038859 66007013],['2015-03' '2015-03'],['2018-01' '2018-01'],2,2015-03,2015-03,2018-01
214508,[  1937737 102686366],['2015-07' '2015-07'],['2018-01' '2018-01'],2,2015-07,2015-07,2018-01
241132,[177905],['2014-06'],['2018-01'],1,2014-06,2014-06,2018-01
103918,[1568765],['2015-05'],['2018-01'],1,2015-05,2015-05,2018-01
499183,[1495305],['2015-04'],['2018-01'],1,2015-04,2015-04,2018-01
267755,[ 1622508 97939719],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
167410,[ 1678441 40433396],['2015-05' '2015-05'],['2018-01' '2018-01'],2,2015-05,2015-05,2018-01
153074,[1172259],['2015-02'],['2018-01'],1,2015-02,2015-02,2018-01
353779,[215399 206618],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
48629,[1625219],['2015-05'],['2018-01'],1,2015-05,2015-05,2018-01
290294,[1439216],['2015-04'],['2018-01'],1,2015-04,2015-04,2018-01
22008,[1386980],['2015-04'],['2018-01'],1,2015-04,2015-04,2018-01
105978,[  2302095   2302005 102424714],['2015-08' '2015-08' '2015-08'],['2018-01' '2018-01' '2018-01'],3,2015-08,2015-08,2018-01
222714,[  2303771 101737132],['2015-08' '2015-08'],['2018-01' '2018-01'],2,2015-08,2015-08,2018-01
271867,[  778047   910353 66081238],['2014-12' '2015-03' '2015-03'],['2018-01' '2018-01' '2018-01'],3,2014-12,2015-03,2018-01
67070,[  903389 66061631],['2014-12' '2014-12'],['2018-01' '2018-01'],2,2014-12,2014-12,2018-01
366079,[  253547 24920686],['2014-08' '2014-08'],['2018-01' '2018-01'],2,2014-08,2014-08,2018-01
